date,forecasted_vol,actual_vol_proxy
2023-10-16,1.0856614621954603,1.4879569539926403
2023-10-17,1.4871607047088073,1.67254633461681
2023-10-18,1.6460220374824148,0.0
2023-10-19,0.40372178109124,0.0
2023-10-20,1087719.8794234453,0.0
2023-10-23,1.19558448025929,0.0
2023-10-24,1.2038052793104492,0.0
2023-10-25,7.209220039571813e-05,1.6622348643832627
2023-10-26,1.657476259111712,1.419014311311978
2023-10-27,0.9662458162471862,0.0
2023-10-30,0.8918867635134713,0.09454767595640289
2023-10-31,0.9023737685888836,0.15245742983805688
2023-11-01,0.15241344155807668,0.0
2023-11-02,0.7370978235237478,0.0
2023-11-03,1.951880916193733,0.0
2023-11-06,1.1041673787294088,0.0
2023-11-07,0.03434210281669405,0.0
2023-11-08,1.1180961037275772,0.0
2023-11-09,1.1251617695217693,0.0
2023-11-10,1.130461325863933,0.0
2023-11-13,0.00010989361096888302,0.0
2023-11-14,1.143770256765588,0.0
2023-11-15,1.1498539906423526,0.6647932830439431
2023-11-16,0.6275354675706524,0.0
2023-11-17,1.1952999626855256,0.5072159224735749
2023-11-20,0.4925016665387167,0.7843340695603827
2023-11-21,2.2553540894575757,0.0
2023-11-22,0.05931721397090638,0.0
2023-11-23,0.5478109282241728,0.9501267814192281
2023-11-24,0.9499330351851251,0.0
2023-11-27,0.05885392485328833,1.5756236130624584
2023-11-28,1.3178085223224378,0.8945751345749752
2023-11-29,0.8963773966704273,0.6184270644755885
2023-11-30,0.8586296659718082,0.8373892651689675
2023-12-01,0.858698455447384,1.2376011033366388
2023-12-04,0.8047495603106296,0.0
2023-12-05,0.21085239243973397,0.0
2023-12-06,1.733795981723642,0.0
2023-12-07,0.0001476127393396876,1.2376011033366403
2023-12-08,1.2209782649990606,0.0
2023-12-11,0.1051864099906831,0.0
2023-12-12,0.6824739028298517,0.0
2023-12-13,0.6567040321036836,0.0
2023-12-14,0.3604923851262366,0.4471988080108561
2023-12-15,0.4455688307305478,0.4471988080108577
2023-12-18,1.9192985606534114,0.0
2023-12-19,0.2515017786256369,0.0
2023-12-20,0.00019678069456237557,0.0
2023-12-21,0.0001375173271211581,0.0
2023-12-22,8.489025766160167e-05,0.8582905293687076
2023-12-27,0.7005264032360761,0.0
2023-12-28,0.5670182607770102,1.3986595111776452
2023-12-29,0.5744676943689123,0.5636512052185833
2024-01-02,0.5726578222601405,0.0
2024-01-03,0.6887160551730989,1.3273333238242035
2024-01-04,0.9331072323799041,0.7295915626080426
2024-01-05,0.7308674296167194,1.161392966434746
2024-01-08,0.9969190701348916,0.6839307270330653
2024-01-09,0.6839302652913368,0.0
2024-01-10,0.7693237775910934,0.5278455652292401
2024-01-11,0.5754669950693733,0.8245739777702157
2024-01-12,0.809583477697397,0.0
2024-01-15,0.06575937043232219,0.67152945916676
2024-01-16,0.6343121621042261,0.0
2024-01-17,0.05407696278405928,0.0
2024-01-18,0.6420191686068328,0.0
2024-01-19,1.7369365153719887,1.0684128276965876
2024-01-22,1.068179952919269,0.0
2024-01-23,0.11190589282670801,0.0
2024-01-24,0.0004510228199095841,0.0
2024-01-25,0.7532515116195424,0.20222576491392308
2024-01-26,0.49032061337798005,0.4123480632418031
2024-01-29,1.5723926291453427,0.0
2024-01-30,0.23748774305474626,0.0
2024-01-31,1462252.6877720288,1.6493549384301263
2024-02-01,0.6797555520245913,0.35147947690850256
2024-02-02,0.7586593959903682,0.0
2024-02-05,0.5624877958785096,0.0
2024-02-06,0.01774618096399966,0.0
2024-02-07,7.158331311270405e-05,0.0
2024-02-08,0.02513641282691397,0.0
2024-02-09,0.6216152721526224,0.0
2024-02-12,0.06374216075919828,1.6199816910042597
2024-02-13,1.3313857666065445,0.6427804343465116
2024-02-14,0.7450608837627679,0.0
2024-02-15,0.07602988053838321,1.2123834524951673
2024-02-16,0.8347436252234639,0.0
2024-02-19,0.00011518576753560405,0.0
2024-02-20,0.027127015601840682,0.0
2024-02-21,0.001800595199391315,0.0
2024-02-22,0.00024350583481762386,0.0
2024-02-23,0.6097278211293832,1.5949202245976415
2024-02-26,1.594909972198651,0.0
2024-02-27,0.1265654361683984,0.0
2024-02-28,0.6423196985650013,1.6295841761441527
2024-02-29,1.3524511526681076,1.2376011033366403
2024-03-01,1.282346947227173,0.9000106791808621
2024-03-04,25.104364311930972,0.0
2024-03-05,0.3224483958257187,0.0
2024-03-06,0.7373423872255651,0.0
2024-03-07,118911.26435068215,0.0
2024-03-08,0.15453697960284915,0.0
2024-03-11,0.7112857282419562,0.0
2024-03-12,7.327088436914466e-05,0.1254908342708741
2024-03-13,0.5650064588755417,0.0
2024-03-14,0.11542045564309489,0.5121253110596004
2024-03-15,0.6743858450076899,0.13065512328690962
2024-03-18,0.6743932736312119,1.5130021990505638
2024-03-19,1.5126712862099754,1.5130021990505638
2024-03-20,1.6951038511892407,1.5130021990505638
2024-03-21,0.7475400704974429,1.248420943264578
2024-03-22,1.2501864799688807,0.0
2024-03-25,0.24946462903048278,1.4034804378330212
2024-03-26,1.40347009324549,1.5130021990505669
2024-03-27,1.5058165587502366,0.7586532690099954
2024-03-28,0.7659045653267701,0.0
2024-04-02,17.710550373499835,0.0
2024-04-03,0.027083101279569696,0.0
2024-04-04,0.001429723566939023,1.67254633461681
2024-04-05,1.6583098273484387,0.9138930656068162
2024-04-08,2.050596309092968,0.0
2024-04-12,0.6731487442380689,0.0
2024-04-15,0.7908619112278292,0.0
2024-04-16,0.7850327308953938,1.6355858805129515
2024-04-17,0.8612441901471523,1.9623107163962286
2024-04-18,1.867958754295158,1.0766503390984887
2024-04-19,0.8748830873172577,0.9380074677319823
2024-04-22,0.8275303362311802,0.0
2024-04-23,0.8225223436458269,0.0
2024-04-24,2.0175175732213866,1.5960425341789661
2024-04-25,0.8341621793063281,1.1764275869162857
2024-04-26,0.9043529075107659,0.0
