date,forecasted_vol,actual_vol_proxy
2022-01-07,0.12108000769630979,0.0
2022-01-10,2.288008915168285,0.1189107272890391
2022-01-11,0.22526914468158016,0.4669309520883248
2022-01-12,0.060713725615738595,0.0
2022-01-13,0.1491370588175387,0.0
2022-01-14,0.02382779035424089,0.0
2022-01-17,0.03650756178773563,0.0
2022-01-18,0.005787728991580985,0.6778175735443851
2022-01-19,0.29298448765594265,0.0
2022-01-20,0.0053737938420081585,0.7534057237183781
2022-01-21,0.01574590178799675,0.5150282292293438
2022-01-24,0.05597270167698438,0.20222576491392147
2022-01-25,3.366783479980939e-05,0.10079086473035306
2022-01-26,0.0564785845095661,0.020209433495094985
2022-01-27,0.024820419124477123,0.08058143123525649
2022-01-28,0.10433500777645548,0.0
2022-01-31,0.2456943025486795,1.5130021990505669
2022-02-01,0.1281666394527878,0.056528661636318395
2022-02-02,0.2415884244054791,0.0
2022-02-03,0.015737298181186004,0.0382716062985895
2022-02-04,0.04931282194842275,0.07315454359248783
2022-02-07,0.0389187306517808,0.0
2022-02-08,0.014695156107482257,0.0
2022-02-09,0.030825803150448892,0.0
2022-02-10,0.00771248441358974,0.29603669778166114
2022-02-11,0.4589822223319812,0.0
2022-02-14,9.813857875118771e-05,0.0
2022-02-15,0.05247385304569787,0.0
2022-02-16,0.03200956938384363,0.9623860359217642
2022-02-17,0.12470682753095093,0.0
2022-02-18,3.460945344222929e-05,0.0
2022-02-21,0.00844077004593077,0.0
2022-02-22,0.011600755994348462,0.0
2022-02-23,0.02416190644715682,1.146208930813888
2022-02-24,0.020040774076214175,0.0
2022-02-25,3.4984480600938945e-05,0.0
2022-02-28,3.498041277367775e-05,1.5114916918225807
2022-03-01,0.11955758583674944,1.4153540540264857
2022-03-02,0.12698791267391207,0.0
2022-03-03,0.29586391382514104,0.0
2022-03-04,0.4341448074625186,0.690304751558125
2022-03-07,3.63952570765151e-05,0.0
2022-03-08,1.005894173699426,0.0
2022-03-09,0.00844635248050935,0.0
2022-03-10,0.7667376792362238,0.0
2022-03-11,0.045877080111423475,0.0
2022-03-14,0.5997422468137289,0.4884849375671725
2022-03-15,0.07467090622913557,0.0
2022-03-16,3.6405934279783313e-05,0.5039949611423699
2022-03-17,0.0012803876356281823,0.0
2022-03-18,0.3548564319576747,0.0
2022-03-21,0.030853656351987974,0.0
2022-03-22,0.03290066288796311,0.0
2022-03-23,0.2460300154321525,0.0
2022-03-24,5.151418860008795e-05,0.0
2022-03-25,0.04169659233965112,0.0
2022-03-28,549.5192948551388,0.0
2022-03-29,3.565358584173787e-05,0.0
2022-03-30,6.2283594652468635,0.0
2022-03-31,0.02595872936398248,0.0
2022-04-01,0.04059305020177768,0.0
2022-04-04,0.0008468439812585434,0.33776822902768466
2022-04-05,0.061197498709818714,0.16622673211468367
2022-04-06,0.05099953949249551,0.0
2022-04-07,0.004413391492163136,0.0
2022-04-08,0.03508751991965129,0.0
2022-04-11,0.7665345109291376,0.408107510828078
2022-04-12,0.04368238511669994,0.0
2022-04-13,0.01651214324685225,0.0
2022-04-14,5.229210707369753,0.0
2022-04-19,0.025945099677000608,0.7091530010097327
2022-04-20,0.08040393220871289,0.0
2022-04-21,0.05094918932931426,0.0
2022-04-22,0.14326171022256798,0.0
2022-04-25,0.04482537828344323,1.043770760346175
2022-04-26,3.534562749781465e-05,0.0
2022-04-27,0.0057847290643761136,1.3812627884870872
2022-04-28,0.18747675439335013,0.0
2022-04-29,0.11988467197145669,0.0
2022-05-04,0.27323972085738635,0.0
2022-05-05,0.0022265066628559525,0.0
2022-05-06,3.586035451112034e-05,0.0
2022-05-09,0.04641512426966789,0.0
2022-05-10,8.368124963970208,0.0
2022-05-11,0.05165012437467819,0.0
2022-05-12,100.33353717014215,1.2706385926105106
2022-05-13,0.1148213961622293,0.0012210690261310246
2022-05-16,0.27214401160907914,0.001221069026130238
2022-05-17,0.45587336987605265,0.0012210690261310246
2022-05-18,0.04656754704146422,0.0024422319842581208
2022-05-19,0.20602119030988703,0.0
2022-05-20,0.013200027336552194,0.0
2022-05-23,0.028935721960402595,0.0012211629581285774
2022-05-24,0.047619578650653784,0.0
2022-05-25,0.03851383770425287,0.0
2022-05-26,6.807758662062819e-05,0.0
2022-05-27,0.15344411953261722,0.0
2022-05-30,53.62335160557653,0.12873778422075058
2022-05-31,0.05887131333714698,0.0
2022-06-01,0.0022302654634491353,0.0
2022-06-02,0.030178445874654257,0.0
2022-06-03,0.07558937920120626,0.0
2022-06-06,0.035067385507684096,0.0
2022-06-07,1.4774658501932394,0.0
2022-06-08,0.04850214193997589,0.0
2022-06-09,0.42438688373633215,0.0
2022-06-10,0.08187289640291234,0.0
2022-06-14,5.090276467922602e-05,0.0
2022-06-15,0.009980082081413572,0.0
2022-06-16,0.4204767568327024,0.8192456186135041
2022-06-17,0.046479702389589844,0.0
2022-06-20,0.11336937417402386,0.0060912491386808055
2022-06-21,0.03865380843172917,0.0
2022-06-22,0.003271842784303036,0.0
2022-06-23,1.2229624046394212,0.0
2022-06-24,5.335507775917993e-05,0.0
2022-06-27,0.05686657582851039,0.0
2022-06-28,0.042138886428148704,0.0
2022-06-29,0.04554500839399965,0.12262255426996108
2022-06-30,0.0265869257569385,0.00604206907528753
