"Date","Price","Open","High","Low","Vol.","Change %"
"07/07/2022","1,400.00","1,400.00","1,400.00","1,385.10","3.84K","0.00%"
"07/06/2022","1,400.00","1,400.00","1,400.00","1,376.00","0.49K","0.00%"
"07/05/2022","1,400.00","1,400.00","1,400.00","1,390.00","20.00K","0.00%"
"07/04/2022","1,400.00","1,400.00","1,400.00","1,375.90","3.10K","0.00%"
"07/01/2022","1,400.00","1,400.00","1,400.00","1,386.00","16.43K","0.00%"
"06/30/2022","1,400.00","1,400.00","1,409.90","1,393.50","3.08K","0.00%"
"06/29/2022","1,400.00","1,400.00","1,400.00","1,400.00","303.10K","0.00%"
"06/28/2022","1,400.00","1,400.00","1,400.00","1,400.00","596.18K","0.00%"
"06/27/2022","1,400.00","1,400.00","1,409.00","1,393.50","23.71K","0.00%"
"06/24/2022","1,400.00","1,400.00","1,402.00","1,391.50","5.85K","0.00%"
"06/23/2022","1,400.00","1,400.00","1,400.00","1,392.50","12.86K","0.00%"
"06/22/2022","1,400.00","1,400.00","1,402.00","1,390.10","72.33K","0.00%"
"06/21/2022","1,400.00","1,400.00","1,400.90","1,390.00","56.96K","0.00%"
"06/20/2022","1,400.00","1,400.00","1,400.00","1,400.00","422.91K","0.00%"
"06/17/2022","1,400.00","1,400.00","1,404.90","1,380.10","39.33K","0.00%"
"06/16/2022","1,400.00","1,400.00","1,405.00","1,380.00","60.75K","0.00%"
"06/15/2022","1,400.00","1,400.00","1,405.00","1,381.00","38.22K","0.00%"
"06/14/2022","1,400.00","1,400.00","1,410.00","1,378.00","50.00K","0.00%"
"06/10/2022","1,400.00","1,400.00","1,410.00","1,375.90","18.63K","0.00%"
"06/09/2022","1,400.00","1,400.00","1,400.00","1,400.00","484.67K","0.00%"
"06/08/2022","1,400.00","1,400.00","1,429.00","1,381.00","50.56K","0.00%"
"06/07/2022","1,400.00","1,400.00","1,408.90","1,375.90","64.30K","0.00%"
"06/06/2022","1,400.00","1,400.00","1,400.00","1,400.00","119.74K","0.00%"
"06/03/2022","1,400.00","1,400.00","1,435.00","1,380.00","19.06K","0.00%"
"06/02/2022","1,400.00","1,400.00","1,400.00","1,400.00","184.92K","0.00%"
"06/01/2022","1,400.00","1,400.00","1,402.00","1,375.90","72.18K","0.00%"
"05/31/2022","1,400.00","1,400.00","1,438.00","1,389.00","3.02K","0.00%"
"05/30/2022","1,400.00","1,375.90","1,400.00","1,400.00","587.04K","-0.10%"
"05/27/2022","1,401.40","1,401.40","1,425.00","1,402.00","35.37K","0.00%"
"05/26/2022","1,401.40","1,401.40","1,414.00","1,400.00","39.05K","0.00%"
"05/25/2022","1,401.40","1,401.40","1,410.00","1,401.40","7.63K","0.00%"
"05/24/2022","1,401.40","1,401.40","1,410.00","1,400.30","13.58K","0.00%"
"05/23/2022","1,401.40","1,401.40","1,422.00","1,400.00","4.97K","0.00%"
"05/20/2022","1,401.40","1,401.40","1,434.50","1,400.00","79.16K","0.00%"
"05/19/2022","1,401.40","1,401.40","1,434.50","1,400.10","135.26K","0.00%"
"05/18/2022","1,401.40","1,401.40","1,434.90","1,401.40","8.65K","0.00%"
"05/17/2022","1,401.40","1,400.00","1,401.40","1,401.40","174.66K","0.10%"
"05/16/2022","1,400.00","1,400.00","1,434.60","1,400.10","40.32K","0.00%"
"05/13/2022","1,400.00","1,400.00","1,434.90","1,400.10","1.44K","0.00%"
