"Date","Price","Open","High","Low","Vol.","Change %"
"02/16/2026","23.250","22.800","23.650","22.800","2.84M","1.97%"
"02/13/2026","22.800","23.000","22.900","22.700","5.21M","-0.87%"
"02/12/2026","23.000","25.000","24.300","22.900","3.22M","-8.00%"
"02/11/2026","25.000","25.000","25.000","25.000","2.54M","0.00%"
"02/10/2026","25.000","25.100","25.000","25.000","3.81M","-0.40%"
"02/09/2026","25.100","25.250","25.100","25.100","2.05M","-0.59%"
"02/06/2026","25.250","24.350","25.250","24.350","4.25M","3.70%"
"02/05/2026","24.350","25.000","24.500","24.350","1.90M","-2.60%"
"02/04/2026","25.000","24.000","25.000","23.100","9.73M","4.17%"
"02/03/2026","24.000","24.400","24.350","22.600","3.46M","-1.64%"
"02/02/2026","24.400","24.000","24.500","22.800","7.85M","1.67%"
"01/30/2026","24.000","23.000","24.000","23.050","3.06M","4.35%"
"01/29/2026","23.000","22.800","24.000","23.000","2.96M","0.88%"
"01/28/2026","22.800","22.900","22.900","22.800","1.46M","-0.44%"
"01/27/2026","22.900","22.100","22.900","22.500","1.63M","3.62%"
"01/26/2026","22.100","24.300","24.000","22.100","6.12M","-9.05%"
"01/23/2026","24.300","23.700","25.000","23.750","5.24M","2.53%"
"01/22/2026","23.700","21.650","23.800","22.200","17.57M","9.47%"
"01/21/2026","21.650","19.700","21.650","19.950","13.98M","9.90%"
"01/20/2026","19.700","19.800","20.700","19.150","3.42M","-0.51%"
"01/19/2026","19.800","19.500","19.800","19.000","3.24M","1.54%"
"01/16/2026","19.500","19.500","19.500","19.000","3.90M","0.00%"
"01/15/2026","19.500","19.650","19.650","19.500","3.89M","1.56%"
"01/14/2026","19.200","19.000","19.650","19.000","8.66M","1.05%"
"01/13/2026","19.000","18.200","19.000","18.000","7.44M","4.40%"
"01/12/2026","18.200","17.950","18.200","17.900","6.66M","1.39%"
"01/09/2026","17.950","17.950","18.000","17.800","2.83M","0.00%"
"01/08/2026","17.950","18.000","18.000","17.950","1.93M","-0.28%"
"01/07/2026","18.000","18.200","18.200","18.000","4.20M","-1.10%"
"01/06/2026","18.200","18.100","18.350","18.200","2.03M","0.55%"
"01/05/2026","18.100","18.100","18.100","18.100","1.98M","0.00%"
"01/02/2026","18.100","18.000","18.100","17.000","3.23M","0.56%"
"12/31/2025","18.000","18.000","18.000","18.000","679.21K","0.00%"
"12/30/2025","18.000","17.900","18.000","16.200","8.18M","0.56%"
"12/29/2025","17.900","18.450","18.300","17.050","3.27M","-2.98%"
"12/24/2025","18.450","18.800","18.450","17.000","6.51M","-1.86%"
"12/23/2025","18.800","18.800","18.800","18.800","375.01K","0.00%"
"12/22/2025","18.800","18.600","18.800","16.750","4.57M","1.08%"
"12/19/2025","18.600","18.000","18.600","16.250","4.43M","3.33%"
"12/18/2025","18.000","18.950","18.000","17.850","2.21M","-5.01%"
