Date,Price,Open,High,Low,Vol,Change_%,simple_return,log_return,squared_return,abs_return,realized_vol_5d,realized_vol_21d,stock
2020-01-02,13.8,15.3,14.0,13.8,6060000.0,-9.8,,,,,,,WAPCO
2020-01-03,13.8,13.8,13.8,13.8,2480000.0,0.0,0.0,0.0,0.0,0.0,,,WAPCO
2020-01-06,13.9,13.8,13.95,13.8,6690000.0,0.72,0.007246376811594235,0.007220247973487097,5.213198079864454e-05,0.007220247973487097,,,WAPCO
2020-01-07,14.05,13.9,14.1,13.8,10990000.0,1.08,0.010791366906474753,0.010733555643108633,0.00011520921674370918,0.010733555643108633,,,WAPCO
2020-01-08,14.85,14.05,15.1,14.5,18600000.0,5.69,0.05693950177935925,0.05537746946895368,0.003066664124784897,0.05537746946895368,,,WAPCO
2020-01-09,15.4,14.85,15.4,14.8,13690000.0,3.7,0.03703703703703698,0.03636764417087479,0.0013226055425393632,0.03636764417087479,0.3680216619323867,,WAPCO
2020-01-10,15.4,15.4,16.4,15.25,9240000.0,0.0,0.0,0.0,0.0,0.0,0.3680216619323867,,WAPCO
2020-01-13,15.0,15.4,15.25,15.0,7190000.0,-2.6,-0.025974025974025983,-0.026317308317373417,0.000692600717071692,0.026317308317373417,0.5043104681441779,,WAPCO
2020-01-14,15.0,15.0,15.7,15.0,7970000.0,0.0,0.0,0.0,0.0,0.0,0.5159649048914086,,WAPCO
2020-01-15,15.0,15.0,15.0,15.0,5140000.0,0.0,0.0,0.0,0.0,0.0,0.3545211951291735,,WAPCO
2020-01-16,15.95,15.0,15.95,15.0,40730000.0,6.33,0.06333333333333324,0.06140862812864342,0.003771019608642016,0.06140862812864342,0.5154536170899798,,WAPCO
2020-01-17,15.8,15.95,16.1,15.8,19500000.0,-0.94,-0.00940438871473348,-0.009448889197932396,8.928150707480352e-05,0.009448889197932396,0.5277763578864653,,WAPCO
2020-01-20,16.35,15.8,16.35,16.0,1780000.0,3.48,0.034810126582278444,0.034217957310341246,0.001170868602492336,0.034217957310341246,0.47264002274093003,,WAPCO
2020-01-21,17.35,16.35,17.6,16.5,10180000.0,6.12,0.06116207951070329,0.059364609049605735,0.003524156807612531,0.059364609049605735,0.521617946391174,,WAPCO
2020-01-22,16.8,17.35,17.35,16.7,9950000.0,-3.17,-0.03170028818443804,-0.03221361998365496,0.0010377173124513344,0.03221361998365496,0.6652330691586125,,WAPCO
2020-01-23,17.2,16.8,17.2,17.0,5440000.0,2.38,0.023809523809523725,0.023530497410194036,0.0005536843083711482,0.023530497410194036,0.5744045020095678,,WAPCO
2020-01-24,17.5,17.2,17.6,17.5,5530000.0,1.74,0.01744186046511631,0.017291497110061043,0.0002989958723072494,0.017291497110061043,0.5322593249978133,,WAPCO
2020-01-27,17.6,17.5,17.6,17.6,5320000.0,0.57,0.005714285714285783,0.005698021114637796,3.246744462285815e-05,0.005698021114637796,0.5241916792493398,,WAPCO
2020-01-28,17.2,17.6,17.6,17.0,4710000.0,-2.27,-0.022727272727272818,-0.022989518224698833,0.0005285179482037598,0.022989518224698833,0.39177432845091514,,WAPCO
2020-01-29,16.95,17.2,17.0,15.5,4310000.0,-1.45,-0.014534883720930258,-0.014641549992948118,0.00021437498619599903,0.014641549992948118,0.31870203418744153,,WAPCO
2020-01-30,15.75,16.95,16.5,15.75,2870000.0,-7.08,-0.07079646017699115,-0.0734274685548172,0.005391593138368669,0.0734274685548172,0.5564416375493733,,WAPCO
2020-01-31,15.25,15.75,15.25,15.0,3440000.0,-3.17,-0.031746031746031744,-0.032260862218221435,0.0010407632310630672,0.032260862218221435,0.46416230478303566,0.5315864045785806,WAPCO
2020-02-03,15.2,15.25,15.2,15.0,4400000.0,-0.33,-0.003278688524590234,-0.003284075201189996,1.0785149927071113e-05,0.003284075201189996,0.4265133991543262,0.5320782510736995,WAPCO
2020-02-04,15.2,15.2,0.0,0.0,662150.0,0.0,0.0,0.0,0.0,0.0,0.4763301087122021,0.53221830744215,WAPCO
2020-02-05,15.2,15.2,0.0,0.0,1110000.0,0.0,0.0,0.0,0.0,0.0,0.5062539890169482,0.5318713620947237,WAPCO
2020-02-06,15.2,15.2,16.15,15.2,5710000.0,0.0,0.0,0.0,0.0,0.0,0.2243394114793258,0.4976296167706303,WAPCO
2020-02-07,15.3,15.2,15.3,15.25,1140000.0,0.66,0.00657894736842124,0.006557400546159261,4.299950192276977e-05,0.006557400546159261,0.057038832083794726,0.4814689446645955,WAPCO
2020-02-10,15.05,15.3,15.2,15.05,3620000.0,-1.63,-0.016339869281045805,-0.016474837203505097,0.00027142026088199567,0.016474837203505097,0.1362687239558627,0.48470670908902735,WAPCO
2020-02-11,15.5,15.05,15.5,15.25,1770000.0,2.99,0.029900332225913484,0.029462032730316067,0.0008680113726022152,0.029462032730316067,0.26396983153644604,0.486644403415948,WAPCO
2020-02-12,15.6,15.5,15.6,15.6,671960.0,0.65,0.006451612903225712,0.006430890330290331,4.135635044022169e-05,0.006430890330290331,0.26191041473261517,0.4868942495818958,WAPCO
2020-02-13,15.6,15.6,0.0,0.0,537200.0,0.0,0.0,0.0,0.0,0.0,0.26191041473261517,0.4868942495818958,WAPCO
2020-02-14,15.5,15.6,16.0,15.5,3220000.0,-0.64,-0.0064102564102563875,-0.0064308903302904025,4.1356350440222605e-05,0.0064308903302904025,0.27362362058960277,0.4364673988013908,WAPCO
2020-02-17,15.1,15.5,15.3,15.1,3500000.0,-2.58,-0.02580645161290329,-0.02614528010432236,0.0006835756717334746,0.02614528010432236,0.3206591231573535,0.4441297536720364,WAPCO
2020-02-18,15.1,15.1,0.0,0.0,510760.0,0.0,0.0,0.0,0.0,0.0,0.19915600420483195,0.4241875297607095,WAPCO
2020-02-19,15.7,15.1,15.9,15.7,2710000.0,3.97,0.039735099337748325,0.03896596853338371,0.0015183467037446494,0.03896596853338371,0.37524939411555797,0.3904681146078664,WAPCO
2020-02-20,15.7,15.7,15.8,15.7,2730000.0,0.0,0.0,0.0,0.0,0.0,0.37524939411555797,0.3776645042971311,WAPCO
2020-02-21,15.5,15.7,15.8,15.5,3350000.0,-1.27,-0.01273885350318471,-0.012820688429061434,0.00016437005179506975,0.012820688429061434,0.3861041607108258,0.3660304766413136,WAPCO
2020-02-24,15.5,15.5,0.0,0.0,1210000.0,0.0,0.0,0.0,0.0,0.0,0.31208669009613443,0.35759215074269124,WAPCO
2020-02-25,15.5,15.5,0.0,0.0,827920.0,0.0,0.0,0.0,0.0,0.0,0.31208669009613443,0.3558282674731181,WAPCO
2020-02-26,15.5,15.5,0.0,0.0,759220.0,0.0,0.0,0.0,0.0,0.0,0.09101785874470734,0.3509167221572384,WAPCO
2020-02-27,15.5,15.5,0.0,0.0,349790.0,0.0,0.0,0.0,0.0,0.0,0.09101785874470734,0.3494871673674778,WAPCO
2020-02-28,15.5,15.5,0.0,0.0,201090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24259431149022845,WAPCO
2020-03-02,13.95,15.5,13.95,13.95,294090.0,-10.0,-0.10000000000000009,-0.1053605156578264,0.011100838259683084,0.1053605156578264,0.7479854599442608,0.42544008560480956,WAPCO
2020-03-03,13.95,13.95,0.0,0.0,962560.0,0.0,0.0,0.0,0.0,0.0,0.7479854599442608,0.4256853717951252,WAPCO
2020-03-04,13.9,13.95,13.9,13.2,9730000.0,-0.36,-0.0035842293906809264,-0.0035906681307284844,1.2892897625029188e-05,0.0035906681307284844,0.742023261935854,0.4254327053092878,WAPCO
2020-03-05,14.0,13.9,14.0,14.0,2029999.9999999998,0.72,0.007194244604316502,0.007168489478612497,5.138724140497807e-05,0.007168489478612497,0.7568817785298018,0.42705822303717367,WAPCO
2020-03-06,13.65,14.0,14.0,13.45,10410000.0,-2.5,-0.025000000000000022,-0.025317807984289897,0.0006409914011293733,0.025317807984289897,0.7350086683697368,0.43309596698772507,WAPCO
2020-03-09,13.65,13.65,0.0,0.0,313080.0,0.0,0.0,0.0,0.0,0.0,0.1961555673215954,0.4314605180150492,WAPCO
2020-03-10,12.3,13.65,12.3,12.3,454850.0,-9.89,-0.09890109890109888,-0.1041402592525969,0.010845193597198094,0.1041402592525969,0.7266510622090672,0.5502472512158056,WAPCO
2020-03-11,11.85,11.1,12.0,11.1,8620000.0,-3.66,-0.03658536585365857,-0.037271394797231655,0.0013891568701311068,0.037271394797231655,0.7025607902447882,0.538987937822709,WAPCO
2020-03-12,10.7,11.85,10.7,10.7,3200000.0,-9.7,-0.09704641350210974,-0.10208412611327974,0.010421168804312004,0.10208412611327974,0.7464548098905859,0.6158434926892894,WAPCO
2020-03-13,10.65,10.7,10.65,9.65,7150000.0,-0.47,-0.004672897196261627,-0.004683849312426314,2.1938444381516457e-05,0.004683849312426314,0.8078405889642457,0.6143348782736401,WAPCO
2020-03-16,10.0,10.65,10.0,9.7,5880000.0,-6.1,-0.06103286384976525,-0.06297479916138843,0.003965825329417209,0.06297479916138843,0.6772234810327039,0.6316939161832392,WAPCO
2020-03-17,11.0,10.0,11.0,10.0,6660000.0,10.0,0.10000000000000009,0.09531017980432493,0.009084030374332749,0.09531017980432493,1.1875830516609258,0.7482688158562181,WAPCO
2020-03-18,10.8,11.0,10.8,10.8,1680000.0,-1.82,-0.018181818181818077,-0.01834913866819643,0.00033669088986470146,0.01834913866819643,1.1801702086064207,0.7463048402313086,WAPCO
2020-03-19,10.1,10.8,10.1,10.1,1150000.0,-6.48,-0.06481481481481488,-0.06701071028296031,0.004490435292626842,0.06701071028296031,1.0419552926130862,0.738281161227148,WAPCO
2020-03-20,10.1,10.1,10.85,10.1,344980.0,0.0,0.0,0.0,0.0,0.0,1.0444250913383686,0.738281161227148,WAPCO
2020-03-23,9.1,10.1,9.1,9.1,2210000.0,-9.9,-0.09900990099009899,-0.10426101032440939,0.010870358273866601,0.10426101032440939,1.2038125604213488,0.7915388550711185,WAPCO
2020-03-24,9.1,9.1,10.0,8.3,538850.0,0.0,0.0,0.0,0.0,0.0,0.7320485197842228,0.7915388550711185,WAPCO
2020-03-25,9.5,9.1,9.5,9.35,3570000.0,4.4,0.04395604395604402,0.04301738508369086,0.0018504954194385487,0.04301738508369086,0.9365103343785899,0.8223327793871363,WAPCO
2020-03-26,9.3,9.5,9.5,9.0,7030000.0,-2.11,-0.021052631578947323,-0.02127739844728485,0.0004527276846845198,0.02127739844728485,0.8626315337366511,0.8180246677769969,WAPCO
2020-03-27,9.3,9.3,9.4,9.1,14640000.0,0.0,0.0,0.0,0.0,0.0,0.8626315337366511,0.8180246677769969,WAPCO
2020-03-30,9.3,9.3,9.3,9.0,1460000.0,0.0,0.0,0.0,0.0,0.0,0.3730254081439614,0.8180246677769969,WAPCO
2020-03-31,9.2,9.3,9.2,9.0,3550000.0,-1.08,-0.010752688172043112,-0.01081091610421573,0.00011687590701239102,0.01081091610421573,0.3885373031763411,0.7637805216062556,WAPCO
2020-04-01,9.2,9.2,9.2,9.0,476280.0,0.0,0.0,0.0,0.0,0.0,0.15136482797988063,0.7637805216062556,WAPCO
2020-04-02,9.2,9.2,9.3,8.8,652980.0,0.0,0.0,0.0,0.0,0.0,0.07674989064112175,0.764842565369465,WAPCO
2020-04-03,8.95,9.2,8.95,8.95,1240000.0,-2.72,-0.02717391304347827,-0.02754995176823063,0.0007589998424318341,0.02754995176823063,0.19141202756750156,0.7589357652199904,WAPCO
2020-04-06,9.8,8.95,9.8,9.2,5490000.0,9.5,0.09497206703910632,0.0907288533897624,0.008231724837421,0.0907288533897624,0.7343190876877177,0.8519684858120883,WAPCO
2020-04-07,10.75,9.8,10.75,10.1,7700000.0,9.69,0.09693877551020402,0.09252336889714552,0.008560573792077275,0.09252336889714552,0.8945767272675595,0.9302511061825226,WAPCO
2020-04-08,11.8,10.75,11.8,11.7,27920000.0,9.77,0.0976744186046512,0.0931937768979473,0.008685080052504377,0.0931937768979473,0.9339868267551624,0.9334566375914491,WAPCO
2020-04-09,12.65,12.85,12.95,12.3,34990000.0,7.2,0.07203389830508478,0.06955768370191019,0.004838271361974983,0.06955768370191019,0.8245616588018233,0.9556530328868622,WAPCO
2020-04-14,12.4,12.65,12.5,12.35,17340000.0,-1.98,-0.01976284584980237,-0.019960742562538058,0.0003984312436479184,0.019960742562538058,0.7717232240486464,0.8811932792768327,WAPCO
2020-04-15,12.85,12.4,12.85,12.45,3110000.0,3.63,0.03629032258064502,0.03564733873023749,0.0012707327585482898,0.03564733873023749,0.7558779221894918,0.8855078251326941,WAPCO
2020-04-16,12.0,12.85,12.0,11.9,4290000.0,-6.61,-0.06614785992217898,-0.06843716155322849,0.004683645081462695,0.06843716155322849,1.0486828070672725,0.8912808914067499,WAPCO
2020-04-17,11.6,12.0,12.0,11.6,4830000.0,-3.33,-0.033333333333333326,-0.03390155167568134,0.0011493152060188922,0.03390155167568134,0.8796379700993433,0.8441898567160068,WAPCO
2020-04-20,11.4,11.6,11.6,11.4,8160000.0,-1.72,-0.01724137931034475,-0.017391742711869107,0.0003024727145558522,0.017391742711869107,0.5960646268107754,0.8438979788165711,WAPCO
2020-04-21,10.35,11.4,10.95,10.35,6760000.0,-9.21,-0.0921052631578948,-0.09662683568907177,0.009336745375282873,0.09662683568907177,0.802082729143178,0.8801264401711372,WAPCO
2020-04-22,11.35,10.35,11.35,10.8,17110000.0,9.66,0.09661835748792269,0.0922312242160336,0.008506598720388262,0.0922312242160336,1.147401944154373,0.9348772913741177,WAPCO
2020-04-23,11.7,11.35,11.7,11.65,9100000.0,3.08,0.03083700440528636,0.03037109787629877,0.0009224035862117196,0.03037109787629877,1.1250014450215602,0.8478943413166754,WAPCO
2020-04-24,11.5,11.7,11.7,11.4,3980000.0,-1.71,-0.017094017094017033,-0.017241806434505992,0.0002972798891249722,0.017241806434505992,1.104120462700818,0.8530485978994865,WAPCO
2020-04-27,11.45,11.5,11.5,11.45,3660000.0,-0.43,-0.004347826086956608,-0.004357305368955813,1.898611007833115e-05,0.004357305368955813,1.0963236467667712,0.8465076596860455,WAPCO
