Date,Price,Open,High,Low,Volume,log_return,simple_return,news_article_count,news_sentiment_score,news_negative_ratio,news_policy_mentions,news_policy_flag,news_volatility_adjustment,news_signal_strength,hist_vol_5d,hist_vol_10d,hist_vol_21d,hist_vol_63d,hist_vol_126d,hist_vol_252d,ma_5d,ma_ratio_5d,ma_10d,ma_ratio_10d,ma_20d,ma_ratio_20d,ma_50d,ma_ratio_50d,ma_200d,ma_ratio_200d,rsi_14d,macd,macd_signal,bb_middle,bb_upper,bb_lower,bb_width,atr_14d,price_lag_1,return_lag_1,vol_lag_1,price_lag_2,return_lag_2,vol_lag_2,price_lag_3,return_lag_3,vol_lag_3,price_lag_5,return_lag_5,vol_lag_5,price_lag_10,return_lag_10,vol_lag_10,target_vol_1d
2023-04-03,9.0,9.0,9.0,8.95,0,0.0,0.0,8.0,0.0,0.25,8.0,1.0,0.15,1,0.18651836223115226,0.20775538917161065,0.34226661135685355,0.2769117670048351,0.2756998803827093,0.2755676603198265,8.929999999999998,1.0078387458006721,8.844999999999999,1.0175240248728097,8.905000000000001,1.0106681639528354,9.078000000000001,0.9914077990746859,8.718,1.032346868547832,50.0,-0.05344254400377224,-0.08084266372592562,8.905000000000001,9.335299773108094,8.474700226891908,0.09664228480810619,0.1678571428571427,9.0,0.0,0.34312813871866316,9.0,0.0055710450494554295,0.3585853269243766,8.95,0.02833050662622599,0.3584813135549853,8.65,0.0,0.35855598872346917,9.0,0.06899287148695142,0.35579777009616154,0.34207076554040333
2023-04-04,9.0,9.0,9.0,8.95,0,0.0,0.0,8.0,0.0,0.25,8.0,1.0,0.15,1,0.1950354833577434,0.19828552197566168,0.34207076554040333,0.2767070284832721,0.26283304453502515,0.2755301199772888,8.99,1.0011123470522802,8.855,1.0163749294184077,8.8975,1.0115200899128969,9.077,0.9915170210421945,8.7165,1.0325245224574084,50.0,-0.04151657280574739,-0.07297744554188998,8.8975,9.31485381935038,8.480146180649621,0.09381372730550824,0.17142857142857132,9.0,0.0,0.34226661135685355,9.0,0.0,0.34312813871866316,9.0,0.0055710450494554295,0.3585853269243766,8.7,0.005763704716749913,0.35653848929531234,8.9,-0.011173300598125189,0.3574849264550456,0.3378788011112664
2023-04-05,9.0,9.0,9.0,9.0,0,0.0,0.0,8.0,0.0,0.25,8.0,1.0,0.15,1,0.039550496385382286,0.19828552197566168,0.3378788011112664,0.27303234718885006,0.2620172909269057,0.27439388307862767,9.0,1.0,8.864999999999998,1.0152284263959392,8.89,1.012373453318335,9.077,0.9915170210421945,8.7145,1.0327614894715704,63.33333333333336,-0.031699739840846064,-0.0647219044016812,8.89,9.293406546929146,8.486593453070855,0.09075512866797432,0.14285714285714274,9.0,0.0,0.34207076554040333,9.0,0.0,0.34226661135685355,9.0,0.0,0.34312813871866316,8.95,0.02833050662622599,0.3584813135549853,8.9,0.0,0.3533870257452989,0.3382661972067797
2023-04-06,8.95,9.0,9.0,8.95,0,-0.005571045049455472,-0.005555555555555647,8.0,0.0,0.25,8.0,1.0,0.15,1,0.03955049638538487,0.15435137324909967,0.3382661972067797,0.27325959961769875,0.2616602111996258,0.27440180247707563,8.989999999999998,0.9955506117908789,8.889999999999999,1.0067491563554556,8.879999999999999,1.007882882882883,9.068,0.9869872077635642,8.712,1.0273186409550046,70.37037037037034,-0.02763584233454708,-0.05730469198825437,8.879999999999999,9.265800602984482,8.494199397015516,0.08689202769920798,0.1285714285714285,9.0,0.0,0.3378788011112664,9.0,0.0,0.34207076554040333,9.0,0.0,0.34226661135685355,9.0,0.0055710450494554295,0.3585853269243766,8.7,-0.02272825107755629,0.36050513616732355,0.34634331529849566
2023-04-11,8.75,8.95,8.95,8.65,0,-0.02259983191724092,-0.022346368715083775,8.0,0.0,0.25,8.0,1.0,0.15,1,0.1553491708391501,0.19766799612958516,0.34634331529849566,0.27694326608276976,0.26382914371440935,0.27512338708923667,8.940000000000001,0.9787472035794182,8.9,0.9831460674157303,8.86,0.9875846501128669,9.062999999999999,0.9654639744014124,8.70825,1.0047943042517153,36.84210526315788,-0.04009135463206803,-0.053862024517017104,8.86,9.227924477376355,8.492075522623644,0.0830529294303286,0.10714285714285701,8.95,-0.005571045049455472,0.3382661972067797,9.0,0.0,0.3378788011112664,9.0,0.0,0.34207076554040333,9.0,0.0,0.34312813871866316,8.65,-0.0057637047167499065,0.35961354110371946,0.34646844736804133
2023-04-12,8.7,8.75,8.75,8.65,0,-0.005730674708985095,-0.005714285714285783,8.0,0.0,0.25,8.0,1.0,0.15,1,0.14737805750505245,0.20067161162693087,0.34646844736804133,0.2749684955632766,0.26160782512728203,0.27471262983734485,8.88,0.9797297297297296,8.905,0.9769792251544076,8.8425,0.9838846480067854,9.056000000000001,0.9606890459363956,8.70425,0.9995117327742195,38.888888888888836,-0.05338166934229349,-0.05376595348207238,8.8425,9.205636917777117,8.479363082222882,0.08213444563802484,0.1035714285714284,8.75,-0.02259983191724092,0.34634331529849566,8.95,-0.005571045049455472,0.3382661972067797,9.0,0.0,0.3378788011112664,9.0,0.0,0.34226661135685355,8.65,0.0,0.35855598872346917,0.3481661580636051
2023-04-13,8.8,8.7,8.9,8.75,0,0.01142869582362285,0.011494252873563315,8.0,0.0,0.25,8.0,1.0,0.15,1,0.19510777902575732,0.2066965035416865,0.3481661580636051,0.27391775455115736,0.26182262738907364,0.2749691263563083,8.84,0.9954751131221721,8.915,0.9871003925967472,8.8325,0.9963204075856215,9.05,0.9723756906077348,8.70075,1.0114070626095453,45.00000000000003,-0.05520876298315791,-0.05405451538228949,8.8325,9.188316333461419,8.47668366653858,0.08056978963179605,0.11428571428571425,8.7,-0.005730674708985095,0.34646844736804133,8.75,-0.02259983191724092,0.34634331529849566,8.95,-0.005571045049455472,0.3382661972067797,9.0,0.0,0.34207076554040333,8.7,0.005763704716749913,0.35653848929531234,0.34862408435592884
2023-04-14,8.85,8.8,8.95,8.7,0,0.0056657375356773,0.005681818181818121,8.0,0.0,0.25,8.0,1.0,0.15,1,0.20710748995198358,0.14546886950821958,0.34862408435592884,0.27422570827733755,0.2582225411946775,0.2749946766558206,8.81,1.0045402951191826,8.905,0.9938236945536216,8.825,1.0028328611898016,9.045,0.978441127694859,8.698,1.0174752816739479,58.823529411764724,-0.05202248292419753,-0.053648108890671106,8.825,9.172169001769321,8.477830998230678,0.07867852731316072,0.11785714285714276,8.8,0.01142869582362285,0.3481661580636051,8.7,-0.005730674708985095,0.34646844736804133,8.75,-0.02259983191724092,0.34634331529849566,9.0,0.0,0.3378788011112664,8.95,0.02833050662622599,0.3584813135549853,0.34933258781161053
2023-04-17,8.9,8.85,8.9,8.8,0,0.005633817718256064,0.005649717514124353,8.0,0.0,0.25,8.0,1.0,0.15,1,0.21471284987568312,0.1455500766103369,0.34933258781161053,0.26363660244311926,0.25831019420071427,0.27485425320846335,8.8,1.0113636363636362,8.895,1.0005621135469365,8.84,1.006787330316742,9.042,0.9842955098429551,8.69625,1.0234296392123043,64.70588235294116,-0.044944656861774845,-0.05190741848489186,8.84,9.171821131270942,8.508178868729058,0.07507265413369735,0.12142857142857137,8.85,0.0056657375356773,0.34862408435592884,8.8,0.01142869582362285,0.3481661580636051,8.7,-0.005730674708985095,0.34646844736804133,8.95,-0.005571045049455472,0.3382661972067797,9.0,0.0055710450494554295,0.3585853269243766,0.3097957151046111
2023-04-18,8.85,8.9,8.85,8.85,0,-0.005633817718256131,-0.005617977528090012,8.0,0.0,0.25,8.0,1.0,0.15,1,0.12121127668828612,0.14707875317672703,0.3097957151046111,0.2638695610122202,0.25722689167244017,0.27412489919321525,8.82,1.0034013605442176,8.879999999999999,0.9966216216216217,8.8625,0.9985895627644569,9.035,0.9795240730492528,8.69425,1.017914138654858,61.11111111111104,-0.04287576570902907,-0.050101087929719304,8.8625,9.121800678952635,8.603199321047367,0.05851637324742097,0.11785714285714288,8.9,0.005633817718256064,0.34933258781161053,8.85,0.0056657375356773,0.34862408435592884,8.8,0.01142869582362285,0.3481661580636051,8.75,-0.02259983191724092,0.34634331529849566,9.0,0.0,0.34312813871866316,0.300321270443134
