Date,Price,Open,High,Low,Vol.,Change %,simple_return,log_return,squared_return,abs_return,realized_vol_5d,realized_vol_21d
2020-04-23,4.45,4.25,4.45,4.25,32.64M,4.71%,0.02298850574712663,0.02272825107755631,0.0005165733970444395,0.02272825107755631,0.347104189065372,0.46016467840043385
2020-04-22,4.25,4.25,4.4,4.2,30.72M,0.00%,-0.0449438202247191,-0.04598511324182338,0.00211463063986332,0.04598511324182338,0.43432833262659976,0.3801947501954086
2020-04-21,4.25,4.4,4.4,4.0,71.06M,-9.57%,0.0,0.0,0.0,0.0,0.4143255148753339,0.35635449204843667
2020-04-20,4.7,4.7,5.0,4.6,115.32M,0.00%,0.10588235294117654,0.1006435257796875,0.010129119281366623,0.1006435257796875,0.8534886075172038,0.5129309803592806
2020-04-17,4.7,4.55,4.7,4.55,47.70M,3.30%,0.0,0.0,0.0,0.0,0.8534886075172038,0.5127496790923226
2020-04-16,4.55,4.85,4.85,4.55,65.67M,-6.19%,-0.03191489361702138,-0.03243527575315396,0.0010520471131831373,0.03243527575315396,0.911818226830474,0.506665801998107
2020-04-15,4.85,4.8,4.95,4.5,74.76M,1.04%,0.06593406593406592,0.06385147198653277,0.004077010474846978,0.06385147198653277,0.8611179004799944,0.556621198348407
2020-04-14,4.8,4.7,4.85,4.55,51.82M,2.13%,-0.010309278350515427,-0.010362787035546547,0.00010738735514409158,0.010362787035546547,0.8839811830357289,0.5575500115362977
2020-04-09,4.7,4.4,4.8,4.45,56.02M,6.82%,-0.02083333333333326,-0.021053409197832267,0.0004432460388513683,0.021053409197832267,0.598181019314063,0.5521034577912944
2020-04-08,4.4,4.55,4.8,4.4,64.71M,0.00%,-0.06382978723404253,-0.0659579677917974,0.004350453515223783,0.0659579677917974,0.7596600483340492,0.595821528356623
2020-04-07,4.4,4.0,4.4,4.05,32.38M,10.00%,0.0,0.0,0.0,0.0,0.7426039469926407,0.595396582548382
2020-04-06,4.0,3.95,4.0,3.95,98.62M,1.27%,-0.09090909090909094,-0.0953101798043249,0.00908403037433274,0.0953101798043249,0.6428522060050093,0.6752493584436555
2020-04-03,3.95,3.7,3.95,3.75,59.68M,6.76%,-0.012499999999999956,-0.012578782206860073,0.00015822576180761955,0.012578782206860073,0.636898592780992,0.6748526779480403
2020-04-02,3.7,3.9,4.15,3.7,28.96M,-5.13%,-0.06329113924050633,-0.06538275926285174,0.004274905208824025,0.06538275926285174,0.6360433162506348,0.676903666551486
2020-04-01,3.9,3.95,4.0,3.9,14.94M,-1.27%,0.054054054054053946,0.05264373348542188,0.0027713626752841293,0.05264373348542188,0.9180593712596892,0.7054725442036974
2020-03-31,3.95,4.0,4.15,3.95,8.41M,-1.25%,0.012820512820512997,0.012739025777429932,0.0001622827777580243,0.012739025777429932,0.9432584343189785,0.7077234874040279
2020-03-30,4.0,4.05,4.05,3.9,18.81M,-1.23%,0.012658227848101111,0.012578782206859965,0.00015822576180761686,0.012578782206859965,0.6885311450365403,0.7106833026882746
2020-03-27,4.05,4.15,4.35,4.0,36.44M,-2.41%,0.012499999999999956,0.01242251999855711,0.00015431900311455135,0.01242251999855711,0.6826076409452848,0.7134465778082612
2020-03-26,4.15,4.0,4.2,4.05,6.96M,3.75%,0.024691358024691468,0.024391453124159267,0.0005949429855080588,0.024391453124159267,0.275692429292692,0.7137649203751643
2020-03-25,4.0,3.9,4.15,4.0,18.57M,2.56%,-0.03614457831325313,-0.036813973122716434,0.001355268617080088,0.036813973122716434,0.3803958129339431,0.7202285250864677
2020-03-24,3.9,3.85,4.0,3.85,24.71M,1.30%,-0.025000000000000022,-0.025317807984289897,0.0006409914011293733,0.025317807984289897,0.4253132333052303,0.7237904329265124
2020-03-23,3.85,4.15,4.15,3.6,46.68M,-3.75%,-0.012820512820512775,-0.012903404835907841,0.00016649785635932987,0.012903404835907841,0.4062639553320328,0.7169593629521034
2020-03-20,4.0,4.0,4.1,4.0,34.35M,0.00%,0.03896103896103886,0.03822121282019767,0.0014608611094468428,0.03822121282019767,0.5136389633202969,0.718452244242601
2020-03-19,4.0,4.0,4.15,3.95,35.18M,0.00%,0.0,0.0,0.0,0.0,0.4595776446018407,0.718452244242601
2020-03-18,4.0,4.05,4.15,4.0,60.82M,0.00%,0.0,0.0,0.0,0.0,0.3780291961170982,0.612492842339232
2020-03-17,4.0,3.7,4.05,3.8,119.27M,8.11%,0.0,0.0,0.0,0.0,0.3073225068093109,0.612492842339232
2020-03-16,3.7,4.0,4.0,3.6,135.30M,-7.50%,-0.07499999999999996,-0.0779615414697118,0.0060780019483335935,0.0779615414697118,0.6745733998264444,0.6545384667616843
2020-03-13,4.0,4.0,4.05,3.6,120.09M,0.00%,0.08108108108108092,0.07796154146971171,0.006078001948333579,0.07796154146971171,0.8751161325732899,0.6760289201275828
2020-03-12,4.0,4.4,4.2,4.0,31.95M,-9.09%,0.0,0.0,0.0,0.0,0.8751161325732899,0.6767523061986495
2020-03-11,4.4,4.4,4.7,4.35,303.03M,0.00%,0.10000000000000009,0.09531017980432493,0.009084030374332749,0.09531017980432493,1.1061931912448217,0.7643310699599908
2020-03-10,4.4,4.4,4.8,4.4,163.96M,-9.28%,0.0,0.0,0.0,0.0,1.1061931912448217,0.7293809308746007
