Date,Price,Open,High,Low,Vol.,Change %,simple_return,log_return,squared_return,abs_return,realized_vol_5d,realized_vol_21d,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,price_dist_sma20,price_dist_sma50,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,bb_width,bb_position,rsi,atr_14,atr_ratio,hist_vol_5d,hist_vol_10d,hist_vol_21d,hist_vol_63d,parkinson_vol,garman_klass_vol,vol_of_vol,high_vol_regime,vol_trend,log_return_lag_1,log_return_lag_2,log_return_lag_3,log_return_lag_5,log_return_lag_10,squared_return_lag_1,squared_return_lag_2,squared_return_lag_3,squared_return_lag_5,squared_return_lag_10,hist_vol_21d_lag_1,hist_vol_21d_lag_2,hist_vol_21d_lag_3,hist_vol_21d_lag_5,hist_vol_21d_lag_10,rsi_lag_1,rsi_lag_2,rsi_lag_3,rsi_lag_5,rsi_lag_10,macd_lag_1,macd_lag_2,macd_lag_3,macd_lag_5,macd_lag_10,atr_14_lag_1,atr_14_lag_2,atr_14_lag_3,atr_14_lag_5,atr_14_lag_10,bb_width_lag_1,bb_width_lag_2,bb_width_lag_3,bb_width_lag_5,bb_width_lag_10,abs_return_lag_1,abs_return_lag_2,abs_return_lag_3,abs_return_lag_5,day_of_week,month,quarter,year,is_month_start,is_month_end,day_of_month,dow_0,dow_1,dow_2,dow_3,dow_4,trend,high_prev_vol,return_zscore,is_jump,drawdown,max_drawdown_21d,target_vol_1d,target_squared_ret,target_abs_ret,target_vol_5d
2026-01-26,11.25,11.7,11.7,11.25,4.94M,-3.85%,0.013513513513513598,0.01342302033214077,0.00018017747483706453,0.01342302033214077,0.5970389041741736,0.5271966835194639,11.219999999999999,11.235481333026378,11.315,11.333443181510248,11.495000000000001,11.599155178863462,12.25,11.96119160552448,-0.021313614615050106,-0.08163265306122448,-0.34138719020420716,-0.3363145422533207,-0.005072647950886466,11.495000000000001,12.220403698857266,10.769596301142736,0.12621203981857596,0.3311285147939337,50.0,0.4607142857142855,0.040952380952380935,0.5970389041741736,0.48148588933303177,0.5271966835194639,0.4815593077493162,0.41835263352938007,0.30865997148350804,0.021699932071832087,1,1,0.004514680354526613,-0.048574670148557035,0.044059989794030495,0.021978906718775167,0.021882711249507587,2.0382338703548544e-05,0.002359498580041118,0.0019412827006500713,0.0004830723405526202,0.00047885305162932593,0.5217250682032085,0.5244963493453716,0.5066327201580277,0.48021529780051553,0.5115032925850413,43.58974358974359,40.2439024390244,41.24999999999999,44.28571428571428,24.17582417582419,-0.3549271850751161,-0.3517738376547115,-0.3375414002176882,-0.35619194236503837,-0.36118129093143203,0.4464285714285713,0.43571428571428567,0.4535714285714287,0.44285714285714295,0.7178571428571431,0.14011395792009332,0.20208486387440125,0.25019624504701526,0.30831397828457047,0.30467095698497865,0.004514680354526613,0.048574670148557035,0.044059989794030495,0.021978906718775167,0,1,1,2026,0,0,26,1,0,0,0,0,-1,0,0.47050600128246634,0,-0.1906474820143885,-0.20503597122302156,0.4560477477885279,0.0015382643402519752,0.03922071315328133,0.2943721019649348
2026-01-23,11.7,11.8,11.7,11.5,8.34M,-0.85%,0.040000000000000036,0.03922071315328133,0.0015382643402519752,0.03922071315328133,0.5878571022484099,0.4560477477885279,11.34,11.390320888684252,11.36,11.400089875781111,11.485,11.608759447543132,12.244000000000002,11.950948797464697,0.01872006965607313,-0.04442992486115666,-0.2909910439070096,-0.3272498425840585,0.0362587986770489,11.485,12.192181209562236,10.777818790437763,0.12314866513926623,0.6520119575385003,56.09756097560975,0.4678571428571425,0.039987789987789964,0.5878571022484099,0.5031295905936796,0.4560477477885279,0.4814563279459251,0.38096497571062043,0.2963648015633361,0.020949135736878427,1,-1,0.01342302033214077,0.004514680354526613,-0.048574670148557035,-0.03540192705091595,-0.026317308317373417,0.00018017747483706453,2.0382338703548544e-05,0.002359498580041118,0.0012532964389183746,0.000692600717071692,0.5271966835194639,0.5217250682032085,0.5244963493453716,0.4894905374948108,0.5140559854722839,50.0,43.58974358974359,40.2439024390244,32.85714285714285,23.91304347826089,-0.34138719020420716,-0.3549271850751161,-0.3517738376547115,-0.37046594152217693,-0.3834521530728452,0.4607142857142855,0.4464285714285713,0.43571428571428567,0.45000000000000007,0.7071428571428573,0.12621203981857596,0.14011395792009332,0.20208486387440125,0.28303302178158296,0.315282467194356,0.01342302033214077,0.004514680354526613,0.048574670148557035,0.03540192705091595,4,1,1,2026,0,0,23,0,0,0,0,1,-1,0,1.3013897177196514,0,-0.1582733812949641,-0.20503597122302156,0.43959542308186367,7.243183862345013e-05,0.00851068966790883,0.10025371686175785
2026-01-22,11.8,11.7,11.8,11.4,5.94M,0.85%,0.008547008547008739,0.00851068966790883,7.243183862345013e-05,0.00851068966790883,0.508994666427035,0.43959542308186367,11.38,11.52688059245617,11.379999999999999,11.472800807457272,11.46,11.626972833491406,12.238999999999999,11.945029236779808,0.02966841186736473,-0.03586894354113884,-0.24021353847294158,-0.3098425817618351,0.06962904328889352,11.46,12.075244923416268,10.844755076583734,0.10737258698364165,0.7763127228357155,53.846153846153854,0.4607142857142854,0.03904358353510893,0.508994666427035,0.4820528315457018,0.43959542308186367,0.4737719687632668,0.3268616222497488,0.285777862711399,0.023833682185561048,0,-1,0.03922071315328133,0.01342302033214077,0.004514680354526613,0.044059989794030495,0.030636969461889804,0.0015382643402519752,0.00018017747483706453,2.0382338703548544e-05,0.0019412827006500713,0.0009386238978087684,0.4560477477885279,0.5271966835194639,0.5217250682032085,0.5066327201580277,0.5283232748472821,56.09756097560975,50.0,43.58974358974359,41.24999999999999,27.08333333333333,-0.2909910439070096,-0.34138719020420716,-0.3549271850751161,-0.3375414002176882,-0.36861078121129687,0.4678571428571425,0.4607142857142855,0.4464285714285713,0.4535714285714287,0.617857142857143,0.12314866513926623,0.12621203981857596,0.14011395792009332,0.25019624504701526,0.32000141766939083,0.03922071315328133,0.01342302033214077,0.004514680354526613,0.044059989794030495,3,1,1,2026,0,0,22,0,0,0,1,0,-1,1,0.3122912497942778,0,-0.15107913669064746,-0.20503597122302156,0.4229974241466461,7.24318386234484e-05,0.00851068966790873,0.14275861214799251
2026-01-21,11.7,11.7,11.7,11.7,3.46M,0.00%,-0.008474576271186529,-0.00851068966790873,7.24318386234484e-05,0.00851068966790873,0.2784009186757149,0.4229974241466461,11.51,11.584587061637446,11.405,11.51410975155595,11.43,11.63392780173032,12.232999999999999,11.935420247102169,0.023622047244094453,-0.04357066950053131,-0.20567032437533328,-0.28900813028453476,0.08333780590920148,11.43,11.918175982073778,10.941824017926221,0.08542011934799279,0.7765396188204873,55.26315789473683,0.44285714285714267,0.037851037851037835,0.2784009186757149,0.47871889846065774,0.4229974241466461,0.4467592852426515,0.32459688281179083,0.267620287760308,0.02901027655888864,0,-1,0.00851068966790883,0.03922071315328133,0.01342302033214077,-0.048574670148557035,-0.013015368112070361,7.243183862345013e-05,0.0015382643402519752,0.00018017747483706453,0.002359498580041118,0.000169399807092698,0.43959542308186367,0.4560477477885279,0.5271966835194639,0.5244963493453716,0.5253598103262588,53.846153846153854,56.09756097560975,50.0,40.2439024390244,27.65957446808511,-0.24021353847294158,-0.2909910439070096,-0.34138719020420716,-0.3517738376547115,-0.3647480450666496,0.4607142857142854,0.4678571428571425,0.4607142857142855,0.43571428571428567,0.5428571428571429,0.10737258698364165,0.12314866513926623,0.12621203981857596,0.20208486387440125,0.3259297315464971,0.00851068966790883,0.03922071315328133,0.01342302033214077,0.048574670148557035,2,1,1,2026,0,0,21,0,0,1,0,0,-1,0,0.23592781070409136,0,-0.1582733812949641,-0.20503597122302156,0.4229974241466461,0.0,0.0,0.16279937188124272
2026-01-20,11.7,11.7,11.8,11.4,6.05M,0.00%,0.0,0.0,0.0,0.0,0.2871742960443771,0.4229974241466461,11.63,11.623058041091632,11.45,11.547907978545776,11.4225,11.640220392041718,12.227,11.926188080549142,0.024294156270518702,-0.04310133311523685,-0.17626273128603565,-0.2664590504848349,0.09019631919879928,11.4225,11.887569321375024,10.957430678624975,0.08143039113592018,0.7983426203856484,52.112676056338,0.4428571428571428,0.03785103785103785,0.2871742960443771,0.46634356519731335,0.4229974241466461,0.44476437604044716,0.27677500194620097,0.22986307199548003,0.03305608581921606,0,-1,-0.00851068966790873,0.00851068966790883,0.03922071315328133,0.004514680354526613,-0.017621601349819445,7.24318386234484e-05,7.243183862345013e-05,0.0015382643402519752,2.0382338703548544e-05,0.0003105208341319585,0.4229974241466461,0.43959542308186367,0.4560477477885279,0.5217250682032085,0.5269832911549258,55.26315789473683,53.846153846153854,56.09756097560975,43.58974358974359,35.135135135135144,-0.20567032437533328,-0.24021353847294158,-0.2909910439070096,-0.3549271850751161,-0.37351942791552695,0.44285714285714267,0.4607142857142854,0.4678571428571425,0.4464285714285713,0.44642857142857145,0.08542011934799279,0.10737258698364165,0.12314866513926623,0.14011395792009332,0.3202590828235949,0.00851068966790873,0.00851068966790883,0.03922071315328133,0.004514680354526613,1,1,1,2026,0,0,20,0,1,0,0,0,-1,0,0.0381817195450916,0,-0.1582733812949641,-0.20503597122302156,0.40351790530783577,0.0,0.0,0.16279937188124272
2026-01-19,11.7,11.65,11.7,11.2,6.30M,0.43%,0.0,0.0,0.0,0.0,0.2943721019649348,0.40351790530783577,11.72,11.648705360727755,11.469999999999999,11.575561073355635,11.4275,11.645913688037744,12.219,11.917317959743293,0.023845985561146275,-0.04247483427449056,-0.15121390215583297,-0.24341002081903454,0.09219611866320157,11.4275,11.902645407106869,10.952354592893132,0.08315824232892034,0.7867543239649889,56.92307692307692,0.43928571428571417,0.03754578754578754,0.2943721019649348,0.455439405111836,0.40351790530783577,0.44437804820466675,0.28864607207055204,0.28555935966591256,0.038620606637513405,0,-1,0.0,-0.00851068966790873,0.00851068966790883,0.01342302033214077,0.021978906718775167,0.0,7.24318386234484e-05,7.243183862345013e-05,0.00018017747483706453,0.0004830723405526202,0.4229974241466461,0.4229974241466461,0.43959542308186367,0.5271966835194639,0.48021529780051553,52.112676056338,55.26315789473683,53.846153846153854,50.0,44.28571428571428,-0.17626273128603565,-0.20567032437533328,-0.24021353847294158,-0.34138719020420716,-0.35619194236503837,0.4428571428571428,0.44285714285714267,0.4607142857142854,0.4607142857142855,0.44285714285714295,0.08143039113592018,0.08542011934799279,0.10737258698364165,0.12621203981857596,0.30831397828457047,0.0,0.00851068966790873,0.00851068966790883,0.01342302033214077,0,1,1,2026,0,0,19,1,0,0,0,0,-1,0,0.0381817195450916,0,-0.1582733812949641,-0.20503597122302156,0.3967560292350297,1.8341192024662955e-05,0.004282661792000736,0.16279937188124272
2026-01-16,11.65,11.4,11.75,11.5,7.08M,2.19%,-0.004273504273504147,-0.004282661792000736,1.8341192024662955e-05,0.004282661792000736,0.10025371686175785,0.3967560292350297,11.709999999999999,11.649136907151837,11.525,11.589095423654609,11.447500000000002,11.646302860605578,12.216,11.906834902498458,0.01768945184538098,-0.04633267845448584,-0.1338541197642975,-0.22149884060808717,0.08764472084378966,11.447500000000002,11.924855654677565,10.970144345322439,0.08339910979297889,0.7121060031610816,50.847457627118665,0.43214285714285705,0.037093807480073564,0.10025371686175785,0.4088154441679125,0.3967560292350297,0.43711777168435706,0.29380303880816444,0.2730166754956207,0.04368193984480051,0,-1,0.0,0.0,-0.00851068966790873,0.03922071315328133,-0.03540192705091595,0.0,0.0,7.24318386234484e-05,0.0015382643402519752,0.0012532964389183746,0.40351790530783577,0.4229974241466461,0.4229974241466461,0.4560477477885279,0.4894905374948108,56.92307692307692,52.112676056338,55.26315789473683,56.09756097560975,32.85714285714285,-0.15121390215583297,-0.17626273128603565,-0.20567032437533328,-0.2909910439070096,-0.37046594152217693,0.43928571428571417,0.4428571428571428,0.44285714285714267,0.4678571428571425,0.45000000000000007,0.08315824232892034,0.08143039113592018,0.08542011934799279,0.12314866513926623,0.28303302178158296,0.0,0.0,0.00851068966790873,0.03922071315328133,4,1,1,2026,0,0,16,0,0,0,0,1,-1,0,0.09975286129715691,0,-0.1618705035971223,-0.20503597122302156,0.3891321298035054,0.00047057863961487824,0.021692824611259785,0.18775614352787334
2026-01-08,11.2,11.65,11.65,11.15,14.23M,-4.27%,-0.004444444444444473,-0.004454350349380309,1.9841237035024477e-05,0.004454350349380309,0.13523704134997203,0.35815076197371465,11.209999999999999,11.259320661258872,11.42,11.337493296049317,11.4,11.460670116700388,12.07,11.764303368185859,-0.0175438596491229,-0.0720795360397681,-0.17923220011739005,-0.1841883431742403,0.004956143056850243,11.4,11.895240505103079,10.904759494896922,0.08688429914089094,0.2980779056446792,55.17241379310339,0.38214285714285723,0.03411989795918368,0.13523704134997203,0.13407187972172072,0.35815076197371465,0.39644037581307456,0.2985701070897605,0.25628350906069003,0.06258450340793899,0,-1,0.004454350349380375,0.0,0.0,-0.021692824611259785,0.00851068966790883,1.9841237035025067e-05,0.0,0.0,0.00047057863961487824,7.243183862345013e-05,0.36924934944125826,0.3774874611496542,0.382103750836844,0.3891321298035054,0.43959542308186367,41.02564102564104,52.08333333333332,44.64285714285713,49.18032786885247,53.846153846153854,-0.17717397036799376,-0.177060753918866,-0.16924991032134074,-0.1386707675229033,-0.24021353847294158,0.38571428571428573,0.4107142857142857,0.4071428571428571,0.42857142857142844,0.4607142857142854,0.0864338317543362,0.0864338317543362,0.08488674589622047,0.08094423756528074,0.10737258698364165,0.004454350349380375,0.0,0.0,0.021692824611259785,3,1,1,2026,0,0,8,0,0,0,1,0,-1,0,0.10528255062303249,0,-0.19424460431654683,-0.20503597122302156,0.37476345113343495,0.0019075111719615264,0.043675063502661635,0.6304575857383204
2026-01-07,11.7,11.8,12.0,11.2,9.58M,-0.85%,0.044642857142857206,0.043675063502661635,0.0019075111719615264,0.043675063502661635,0.3140677616904891,0.37476345113343495,11.309999999999999,11.406213774172581,11.419999999999998,11.40340360585853,11.4125,11.483463438919399,12.047,11.761781667472688,0.025191675794085402,-0.028803851581306657,-0.13891620120176107,-0.17513391477974447,0.036217713577983396,11.4125,11.92536091271366,10.899639087286339,0.08987704932550467,0.7802904187792099,65.78947368421049,0.3928571428571431,0.033577533577533604,0.3140677616904891,0.2774578854542159,0.37476345113343495,0.40612590512835933,0.4152413019676762,0.3802586017085183,0.061898725734153136,0,-1,-0.004454350349380309,0.004454350349380375,0.0,-0.017699577099400975,-0.00851068966790873,1.9841237035024477e-05,1.9841237035025067e-05,0.0,0.0003132750294976394,7.24318386234484e-05,0.35815076197371465,0.36924934944125826,0.3774874611496542,0.3939877432731085,0.4229974241466461,55.17241379310339,41.02564102564104,52.08333333333332,49.18032786885245,55.26315789473683,-0.17923220011739005,-0.17717397036799376,-0.177060753918866,-0.15681861670673491,-0.20567032437533328,0.38214285714285723,0.38571428571428573,0.4107142857142857,0.43214285714285705,0.44285714285714267,0.08688429914089094,0.0864338317543362,0.0864338317543362,0.08339700077039469,0.08542011934799279,0.004454350349380309,0.004454350349380375,0.0,0.017699577099400975,2,1,1,2026,0,0,7,0,0,1,0,0,-1,0,1.4448539878877753,0,-0.1582733812949641,-0.20503597122302156,0.37245952291409934,7.243183862345013e-05,0.00851068966790883,0.8811398469399436
2026-01-06,11.8,12.15,12.95,11.8,14.51M,-2.48%,0.008547008547008739,0.00851068966790883,7.243183862345013e-05,0.00851068966790883,0.30483136292895147,0.37245952291409934,11.429999999999998,11.537475849448388,11.43,11.475512041156978,11.440000000000001,11.513609778069933,12.029000000000002,11.763280425611015,0.031468531468531416,-0.019037326461052537,-0.097769293775535,-0.1596609905789026,0.06189169680336759,11.440000000000001,11.974691253755026,10.905308746244977,0.09347749191521408,0.8366428733140807,64.86486486486484,0.43928571428571456,0.03722760290556903,0.30483136292895147,0.28072791192547225,0.37245952291409934,0.40068412761795025,0.573823286334287,0.5709091965464381,0.06062304917220187,0,-1,0.043675063502661635,-0.004454350349380309,0.004454350349380375,0.0,0.0,0.0019075111719615264,1.9841237035024477e-05,1.9841237035025067e-05,0.0,0.0,0.37476345113343495,0.35815076197371465,0.36924934944125826,0.382103750836844,0.4229974241466461,65.78947368421049,55.17241379310339,41.02564102564104,44.64285714285713,52.112676056338,-0.13891620120176107,-0.17923220011739005,-0.17717397036799376,-0.16924991032134074,-0.17626273128603565,0.3928571428571431,0.38214285714285723,0.38571428571428573,0.4071428571428571,0.4428571428571428,0.08987704932550467,0.08688429914089094,0.0864338317543362,0.08488674589622047,0.08143039113592018,0.043675063502661635,0.004454350349380309,0.004454350349380375,0.0,1,1,1,2026,0,0,6,0,1,0,0,0,-1,1,0.3122912497942778,0,-0.15107913669064746,-0.20503597122302156,0.37432098525916,0.0006303072758398216,0.02510592113107626,0.8634058979371696
