Date,Price,Open,High,Low,Volume,log_return,simple_return,news_article_count,news_sentiment_score,news_negative_ratio,news_policy_mentions,news_policy_flag,news_volatility_adjustment,news_signal_strength,hist_vol_5d,hist_vol_10d,hist_vol_21d,hist_vol_63d,hist_vol_126d,hist_vol_252d,ma_5d,ma_ratio_5d,ma_10d,ma_ratio_10d,ma_20d,ma_ratio_20d,ma_50d,ma_ratio_50d,ma_200d,ma_ratio_200d,rsi_14d,macd,macd_signal,bb_middle,bb_upper,bb_lower,bb_width,atr_14d,price_lag_1,return_lag_1,vol_lag_1,price_lag_2,return_lag_2,vol_lag_2,price_lag_3,return_lag_3,vol_lag_3,price_lag_5,return_lag_5,vol_lag_5,price_lag_10,return_lag_10,vol_lag_10,target_vol_1d
2021-01-28,930.0,930.0,930.0,900.0,0,0.0,0.0,8.0,0.125,0.25,0.0,0.0,0.013750000000000002,1,0.49927980533328564,0.3638573227646399,0.25429924875964177,0.48229847109213364,0.3789359273374769,0.295679335625966,897.36,1.0363733618614603,874.5799999999999,1.0633675592856,863.1899999999999,1.0773989504048935,734.592,1.2660088865656038,446.68199999999996,2.082018079976359,100.0,45.99050237471454,47.39074535096151,863.1899999999999,918.053117704069,808.3268822959309,0.1271171299576433,69.55714285714282,930.0,0.010810916104215676,0.25429924875964177,920.0,0.07327220110632572,0.25350504917523475,855.0,0.003749711447647155,0.3296074165251373,851.8,0.0,0.33000147955402603,851.8,0.0,0.5424259742939531,0.25429924875964177
2021-01-29,930.0,930.0,930.0,901.2,0,0.0,0.0,8.0,0.125,0.25,0.0,0.0,0.013750000000000002,1,0.49927980533328564,0.3638573227646399,0.25429924875964177,0.48229847109213364,0.3789359273374769,0.295679335625966,913.0,1.0186199342825848,882.4,1.0539437896645512,867.1,1.0725406527505479,743.192,1.251359002787974,449.8374999999999,2.067413232556201,100.0,46.635783640932345,47.239753008955674,867.1,929.2126311418897,804.9873688581104,0.14326520849242225,65.53571428571425,930.0,0.0,0.25429924875964177,930.0,0.010810916104215676,0.25429924875964177,920.0,0.07327220110632572,0.25350504917523475,851.8,0.0,0.33000147955402603,851.8,0.0,0.4549877748609239,0.25429924875964177
2021-02-01,930.0,930.0,930.0,850.4,0,0.0,0.0,8.0,0.125,0.25,0.0,0.0,0.013750000000000002,1,0.5064750006136768,0.3638573227646399,0.25429924875964177,0.48229847109213364,0.3789359273374769,0.295679335625966,928.0,1.0021551724137931,890.2199999999999,1.0446855833389501,871.01,1.0677259732953697,751.7919999999999,1.237044288845851,452.99299999999994,2.0530118566953575,100.0,46.60988396471066,47.11377920010667,871.01,938.66540862185,803.35459137815,0.15534932692357156,65.14285714285712,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.010810916104215676,0.25429924875964177,855.0,0.003749711447647155,0.3296074165251373,851.8,0.0,0.4549877748609239,0.25429924875964177
2021-02-02,930.0,930.0,925.0,852.4,0,0.0,0.0,8.0,0.125,0.25,0.0,0.0,0.013750000000000002,1,0.0767498906411245,0.3638573227646399,0.25429924875964177,0.48229847109213364,0.3789359273374769,0.295679335625966,930.0,1.0,898.04,1.0355886152064497,874.9199999999998,1.0629543272527775,760.3919999999999,1.2230533724710413,456.1485,2.0388097297261747,100.0,46.05842542676248,46.90270844543784,874.9199999999998,946.8073270436013,803.0326729563984,0.1643289147432941,64.6285714285714,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,920.0,0.07327220110632572,0.25350504917523475,851.8,0.0,0.4549877748609239,0.25429924875964177
2021-02-03,930.0,930.0,925.0,920.0,0,0.0,0.0,8.0,0.125,0.25,0.0,0.0,0.013750000000000002,1,0.0,0.3638573227646399,0.25429924875964177,0.48229847109213364,0.3789359273374769,0.295679335625966,930.0,1.0,905.86,1.0266487095136114,878.8299999999999,1.058225140243278,768.992,1.2093753901210937,459.3039999999999,2.0248027450229045,100.0,45.101488675643395,46.54246449147895,878.8299999999999,953.8605229118195,803.7994770881803,0.1707509368406168,58.2142857142857,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.010810916104215676,0.25429924875964177,851.8,0.0,0.33000147955402603,0.25429924875964177
2021-02-04,930.0,930.0,920.0,855.0,0,0.0,0.0,8.0,0.125,0.25,0.0,0.0,0.013750000000000002,1,0.0,0.3638573227646399,0.25429924875964177,0.48229847109213364,0.3789359273374769,0.295679335625966,930.0,1.0,913.68,1.0178618334646703,882.74,1.0535378480639825,777.092,1.1967694944742708,462.4595,2.0109869080427583,100.0,43.83777482589892,46.00152655836295,882.74,959.9580616995248,805.5219383004752,0.1749508614077187,52.885714285714265,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,851.8,0.0,0.33000147955402603,0.25429924875964177
2021-02-05,930.0,930.0,909.8,861.0,0,0.0,0.0,8.0,0.125,0.25,0.0,0.0,0.013750000000000002,1,0.0,0.3638573227646399,0.25429924875964177,0.48229847109213364,0.3789359273374769,0.295679335625966,930.0,1.0,921.5,1.0092240911557244,886.65,1.0488918964642193,785.192,1.1844236823604928,465.61499999999995,1.9973583325279471,100.0,42.348109845889326,45.270843215868226,886.65,965.1798468233914,808.1201531766086,0.1771383225024336,50.078571428571415,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,851.8,0.0,0.33000147955402603,0.25429924875964177
2021-02-08,930.0,930.0,899.8,840.2,0,0.0,0.0,8.0,0.125,0.25,0.0,0.0,0.013750000000000002,1,0.0,0.365791525948639,0.25429924875964177,0.48229847109213364,0.3789359273374769,0.295679335625966,930.0,1.0,929.0,1.0010764262648009,890.5600000000001,1.044286740927057,793.092,1.1726256222481124,468.77049999999997,1.983913236861108,100.0,40.69839386615672,44.356353345925925,890.5600000000001,969.5695104202156,811.5504895797845,0.17743781535262199,52.164285714285704,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,855.0,0.003749711447647155,0.3296074165251373,0.25429924875964177
2021-02-09,930.0,930.0,899.8,841.0,0,0.0,0.0,8.0,0.125,0.25,0.0,0.0,0.013750000000000002,1,0.0,0.054270368127664705,0.25429924875964177,0.48229847109213364,0.3789359273374769,0.295679335625966,930.0,1.0,930.0,1.0,894.4699999999999,1.039721846456561,800.992,1.1610602852462946,471.926,1.9706479405669532,100.0,38.94208198612512,43.273499073965766,894.4699999999999,973.1422742574672,815.7977257425326,0.17590813388367924,53.58571428571428,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,920.0,0.07327220110632572,0.25350504917523475,0.25429924875964177
2021-02-10,930.0,930.0,899.8,837.0,0,0.0,0.0,8.0,0.125,0.25,0.0,0.0,0.013750000000000002,1,0.0,0.0,0.25429924875964177,0.48229847109213364,0.3789359273374769,0.295679335625966,930.0,1.0,930.0,1.0,898.3799999999999,1.0351966873706004,808.8919999999999,1.149720852721995,475.08149999999995,1.9575588609533314,100.0,37.122269749791144,42.04325320913084,898.3799999999999,975.8874760400911,820.8725239599087,0.17254942460894324,56.55714285714286,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.0,0.25429924875964177,930.0,0.010810916104215676,0.25429924875964177,0.25429924875964177
