Model,RMSE,MAE,MAPE,R2,Directional_Accuracy
XGBoost,0.0388813651302281,0.026851658515475312,7.451564123337389,0.8435536659930813,33.33333333333333
Random Forest,0.06091738017138981,0.03983936699017297,12.431797372264612,0.6159702966139425,55.55555555555556
SVR,0.16064493471196092,0.12667759645717738,26.78473823785189,-1.6706467939638383,22.22222222222222
Ridge,0.23176693127054357,0.12565561229132907,37.01047294905121,-4.5588547010979,55.55555555555556
