Model,RMSE,MAE,MAPE,R2,Directional_Accuracy
Ridge,0.02582028071128893,0.02000084309171621,5.6075492184336415,0.9407031783135572,66.66666666666666
XGBoost,0.04961486898861121,0.029631005630407388,9.158864571781319,0.7810559261729528,66.66666666666666
Random Forest,0.06312667408560177,0.04728504939079562,14.33589164248331,0.6455660507387757,55.55555555555556
SVR,0.14792655135383911,0.12521692910444676,37.694735696401985,-0.9462640552520658,66.66666666666666
