Model,RMSE,MAE,MAPE,R2,Directional_Accuracy
Random Forest,0.02382404700379792,0.0216056811404071,10.459336291052775,0.9743588059045344,22.22222222222222
Ridge,0.027632322590278667,0.026243431898104165,13.969436813346922,0.965506127607085,33.33333333333333
SVR,0.04402356125292149,0.0324608849425204,13.013867431185947,0.9124456930240148,11.11111111111111
XGBoost,0.054991822543830726,0.03223672810813606,8.514684333301705,0.8633834234131416,22.22222222222222
