Model,RMSE,MAE,MAPE,R2,Directional_Accuracy
XGBoost,0.050176078080437135,0.037500757693715595,9.772024157182539,0.6264344203269017,44.44444444444444
Random Forest,0.055625786293464506,0.04259683641149901,10.768028003791787,0.5408804834085144,44.44444444444444
Ridge,0.07597949369858939,0.05579975769508627,14.556131616344715,0.14342337461328436,55.55555555555556
SVR,0.12976708771849538,0.10623435277511044,23.52639446664285,-1.4986334218841972,44.44444444444444
