Model,RMSE,MAE,MAPE,R2,Directional_Accuracy
Ridge,0.03912944587480569,0.025709417590836448,9.172990631472743,0.9438890338210951,64.3312101910828
XGBoost,0.04519489906580862,0.03490221797059648,13.614571464229266,0.9251452795083652,62.42038216560509
Random Forest,0.05276800254838761,0.04028066384765251,16.309431432251404,0.8979573657952669,60.509554140127385
SVR,0.20993062769444776,0.16711964188545028,80.72379049984407,-0.615072268042921,52.22929936305732
