Model,RMSE,MAE,MAPE,R2,Directional_Accuracy
Random Forest,0.02026210021202518,0.01615382567630888,6.995308918723378,0.762201433001229,66.66666666666666
XGBoost,0.024731570137243267,0.020397692648179137,8.792704091408513,0.6457223999611788,77.77777777777779
Ridge,0.056214209064614086,0.050299550395930905,20.383532495164065,-0.8303431754992061,77.77777777777779
SVR,0.1237481967042865,0.11699189498295644,49.644117570641434,-7.8698867175958185,77.77777777777779
