Model,RMSE,MAE,MAPE,R2,Directional_Accuracy
SVR,0.026519906469632072,0.020002617979512825,4.7619800664843375,0.3757664181829825,66.66666666666666
Random Forest,0.028982143009428675,0.018285865991706195,4.503078776297377,0.25447168464702374,44.44444444444444
XGBoost,0.03030302134647962,0.021139126528877616,5.014644009412154,0.1849673327045387,55.55555555555556
Ridge,0.038437522058265255,0.03358647243295547,7.58139052037779,-0.3113357982609801,22.22222222222222
