Model,RMSE,MAE,MAPE,R2,Directional_Accuracy
Ridge,0.01413266430277051,0.011602189193281992,12.627527195319377,0.9026093548676994,11.11111111111111
Random Forest,0.03501390701856105,0.025873724820938193,34.4045028418224,0.40220771667083455,11.11111111111111
XGBoost,0.06004914221782031,0.04635258837978281,59.93130733008009,-0.7582586895244079,11.11111111111111
SVR,0.11760893965406992,0.09369318483306502,116.07590948820446,-5.744501029061164,0.0
