Model,RMSE,MAE,MAPE,R2,Directional_Accuracy
Ridge,0.04227500189753798,0.03024043733622365,9.207721902414496,0.8910441971883927,69.49152542372882
XGBoost,0.046936839088374066,0.03541729947633233,10.976406937991115,0.8656892507563947,64.40677966101694
Random Forest,0.055896103317942335,0.04123391271293454,12.611404836794545,0.809521413551101,74.57627118644068
SVR,0.06315887404422012,0.05249841283979848,16.883433309513034,0.7568065623826822,61.016949152542374
