Model,RMSE,MAE,MAPE,R2,Directional_Accuracy
Ridge,0.04363934969884179,0.032070849124182545,8.357330033022588,0.9507977801997108,63.47826086956522
XGBoost,0.04619762041582022,0.03438893419131872,9.661296148106526,0.9448599229541681,60.86956521739131
Random Forest,0.09627048394942248,0.08243880337369071,20.606831481042523,0.760550206784229,60.86956521739131
SVR,0.1883654921470586,0.1597503739787293,52.136448094206635,0.08329237117951682,53.04347826086957
