Model,RMSE,MAE,MAPE,R2,Directional_Accuracy
Ridge,0.026670665591506767,0.023879826400793402,5.0449719934976285,0.6389622779179845,22.22222222222222
Random Forest,0.03690553269946808,0.029859978376108876,6.342294925410574,0.3086979749999157,22.22222222222222
XGBoost,0.04213581268581467,0.030910271057027826,6.925772274644168,0.09886964011853538,22.22222222222222
SVR,0.10026726067084925,0.09422489653373838,19.0244023232893,-4.1027368526821135,22.22222222222222
