Model,RMSE,MAE,MAPE,R2,Directional_Accuracy
Ridge,0.022705750929412502,0.02048836871576412,4.730968949181262,0.7123806306756055,55.55555555555556
Random Forest,0.028311771443204344,0.02387170925356316,5.857753432102189,0.5528219499595789,66.66666666666666
XGBoost,0.04603211301535763,0.039945715598960534,9.887885125949133,-0.18213809289986704,77.77777777777779
SVR,0.09871779912819999,0.09158777596030068,22.43728872335812,-4.436724414183584,55.55555555555556
