Stock,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,MSE,QLIKE,MZ_Alpha,MZ_Beta
NB,Ridge,0.03647018775958654,0.025693547275182277,6.850286700468768,0.9353541833044918,49.609375,0.001330074595219496,0.0,0.0,0.0
NB,Random Forest,0.04223674597607218,0.030372192329815445,8.65159231095457,0.9132947626529483,47.265625,0.0017839427106472495,0.0,0.0,0.0
NB,XGBoost,0.05164350862629955,0.037611529659926396,11.675028828459238,0.8703728691268418,42.1875,0.002667051983234676,0.0,0.0,0.0
