Stock,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,MSE,QLIKE,MZ_Alpha,MZ_Beta
ZENITH,Ridge,0.04188687677509741,0.024134479505265597,7.097973365405766,0.9323946212102867,59.68992248062015,0.001754510445972195,0.0,0.0,0.0
ZENITH,Random Forest,0.044324058233567616,0.02686289924151449,8.584085825663088,0.9242985277500941,58.139534883720934,0.0019646221382926933,0.0,0.0,0.0
ZENITH,XGBoost,0.051312586284117064,0.03418636490980092,10.430876643176102,0.8985450825800101,57.36434108527132,0.0026329815111649584,0.0,0.0,0.0
