Stock,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,MSE,QLIKE,MZ_Alpha,MZ_Beta
CWG,Ridge,0.03427410782198006,0.023118230455593202,4.9010718640080535,0.9250461604903628,55.88235294117647,0.0011747144669927146,0.0,0.0,0.0
CWG,Random Forest,0.04602982516009768,0.03816446722426223,8.986381230162474,0.8648113541773098,58.235294117647065,0.0021187448042691613,0.0,0.0,0.0
CWG,XGBoost,0.08225254463676641,0.0672422343001759,16.190567605588164,0.5683216655917729,41.76470588235294,0.006765481099223251,0.0,0.0,0.0
