Stock,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,MSE,QLIKE,MZ_Alpha,MZ_Beta
GTCO,Ridge,0.03716373458446385,0.02339979287226994,7.509038030793959,0.9206636284139431,58.754863813229576,0.0013811431682644744,0.0,0.0,0.0
GTCO,Random Forest,0.03962996414292551,0.023345712212157987,7.419171657914628,0.9097845346705062,50.19455252918288,0.0015705340579695616,0.0,0.0,0.0
GTCO,XGBoost,0.040270868645922255,0.02710674018776439,8.675205876892024,0.90684297092933,55.252918287937746,0.001621742861497124,0.0,0.0,0.0
