Stock,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,MSE,QLIKE,MZ_Alpha,MZ_Beta
MTNN,Random Forest,0.046310375171261874,0.032035451223741095,10.098515257150975,0.854564254823949,32.8125,0.0021446508485030284,0.0,0.0,0.0
MTNN,Ridge,0.05005278565929196,0.03363249477616265,9.816201481078714,0.8301087281432331,31.25,0.0025052813522550227,0.0,0.0,0.0
MTNN,XGBoost,0.05802842350616349,0.04195173603250255,11.641152386473285,0.7716525817282989,34.765625,0.0033672979346106675,0.0,0.0,0.0
