Stock,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,MSE,QLIKE,MZ_Alpha,MZ_Beta
DANGSUG,Ridge,0.03709840559565009,0.024843299014463086,5.318220829814009,0.9468979482171038,50.0,0.0013762916977393621,0.0,0.0,0.0
DANGSUG,Random Forest,0.0430065509819568,0.029880835976806006,6.330387098961235,0.9286375024590062,49.609375,0.0018495634273636493,0.0,0.0,0.0
DANGSUG,XGBoost,0.047018605628433754,0.03362315167813545,7.0966558091968075,0.914701714261781,44.921875,0.0022107492752421825,0.0,0.0,0.0
