Stock,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,MSE,QLIKE,MZ_Alpha,MZ_Beta
WAPCO,Random Forest,0.038627932871957274,0.026921630265912974,10.938764458075537,0.942493067757634,41.86046511627907,0.0014921171979604374,0.0,0.0,0.0
WAPCO,Ridge,0.04364957459008714,0.030949858446149975,10.106538980135845,0.9265693630777345,44.57364341085272,0.001905285361895581,0.0,0.0,0.0
WAPCO,XGBoost,0.055283598120148505,0.04061928186072603,23.756018595532353,0.8822096080645856,44.57364341085272,0.0030562762211100874,0.0,0.0,0.0
