Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Current_Vol_%,Risk_Level,Investment_Signal,MZ_Optimal
XGBoost,0.040261092564479434,0.0342822905349955,7.538019907139717,0.8917729159735716,77.77777777777779,36.007798,LOW,✅ FAVORABLE ENTRY,False
Ridge,0.04085080615690383,0.03641263203826794,7.111820313197039,0.8885792422075229,66.66666666666666,32.527224562046584,LOW,✅ FAVORABLE ENTRY,False
Random Forest,0.04796815700128967,0.03815429654547999,7.203558208182506,0.8463718112536625,66.66666666666666,32.63154979782351,LOW,✅ FAVORABLE ENTRY,False
SVR,0.087390289645939,0.06954050577638002,11.66021412098707,0.49009273159681144,66.66666666666666,29.92453652050635,LOW,✅ FAVORABLE ENTRY,False
