Stock,Rank,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,QLIKE,MZ_Alpha,MZ_Beta
MTNN,1,XGBoost,0.050112151244436604,0.03758235397809747,9.78092533528602,0.6273856964628997,44.44444444444444,-0.7964573153141586,0.13671437008487827,0.6877073410532946
MTNN,2,Random Forest,0.05689925587167577,0.04341697118309236,10.945138902067109,0.5196181370955386,44.44444444444444,-0.7889276029726188,0.1176155375253723,0.7638221759947651
MTNN,3,Ridge,0.0759794936985894,0.05579975769508629,14.556131616344722,0.14342337461328392,55.55555555555556,-0.6793901322527867,0.15969277937381265,0.7017901299824277
MTNN,4,SVR,0.12976708771849538,0.10623435277511047,23.52639446664285,-1.4986334218841977,44.44444444444444,-0.5257424950441617,0.5089841644639255,-0.3421293833145067
