Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Current_Vol_%,Risk_Level,Investment_Signal,MZ_Optimal
XGBoost,0.050112151244436604,0.03758235397809747,9.78092533528602,0.6273856964628997,44.44444444444444,46.911122999999996,MODERATE,➡️ HOLD / MAINTAIN,False
Random Forest,0.05689925587167577,0.04341697118309236,10.945138902067109,0.5196181370955386,44.44444444444444,45.96593046022825,HIGH,⚠️ CAUTION,False
Ridge,0.0759794936985894,0.05579975769508629,14.556131616344722,0.14342337461328392,55.55555555555556,43.50067317774246,HIGH,⚠️ CAUTION,False
SVR,0.12976708771849538,0.10623435277511047,23.52639446664285,-1.4986334218841977,44.44444444444444,32.07491452522921,HIGH,⚠️ CAUTION,False
