Stock,Rank,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,QLIKE,MZ_Alpha,MZ_Beta
FIRSTHOLDCO,1,Ridge,0.04363934969884179,0.032070849124182545,8.357330033022587,0.9507977801997108,63.47826086956522,-0.5890863545184012,0.007566241377767731,0.9510232639758703
FIRSTHOLDCO,2,XGBoost,0.04643510206674384,0.03452479616866048,9.702884805245617,0.9442915640818648,61.73913043478261,-0.5862399674530239,-0.013812779032140603,0.9813291425786876
FIRSTHOLDCO,3,Random Forest,0.09559835278635888,0.08221697592073521,20.348931881978633,0.7638820659087506,61.73913043478261,-0.5413523610185164,-0.033011671963721505,0.9143700810754858
FIRSTHOLDCO,4,SVR,0.1883654921470586,0.1597503739787293,52.136448094206635,0.08329237117951682,53.04347826086957,-0.33366532562754664,-0.5256062943653725,1.6128520067084824
