Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Current_Vol_%,Risk_Level,Investment_Signal,MZ_Optimal
Ridge,0.039129445874805685,0.02570941759083644,9.172990631472738,0.9438890338210951,64.3312101910828,64.13096114134704,VERY HIGH,⚠️ AVOID or REDUCE POSITION,True
XGBoost,0.045294582125109895,0.035104741359543494,13.750780753052913,0.9248147122713729,63.05732484076433,55.76988000000001,VERY HIGH,⚠️ AVOID or REDUCE POSITION,False
Random Forest,0.052195941602931506,0.04070669553262003,16.653495243030434,0.9001578729878649,59.87261146496815,62.007127081111754,VERY HIGH,⚠️ AVOID or REDUCE POSITION,True
SVR,0.20993062769444776,0.16711964188545025,80.72379049984407,-0.615072268042921,52.22929936305732,59.2012128415074,VERY HIGH,⚠️ AVOID or REDUCE POSITION,False
