Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Current_Vol_%,Risk_Level,Investment_Signal,MZ_Optimal
Ridge,0.0141326643027705,0.011602189193281978,12.62752719531936,0.9026093548676996,11.11111111111111,8.11172318973864,MODERATE,➡️ HOLD / MAINTAIN,False
Random Forest,0.034644296514130854,0.02652994025228997,34.502535011186666,0.414761820950976,11.11111111111111,12.24211379384012,MODERATE,➡️ HOLD / MAINTAIN,False
XGBoost,0.06077281476380202,0.046348850113993784,60.38849837983715,-0.800892791462672,11.11111111111111,16.094705,LOW,✅ FAVORABLE ENTRY,False
SVR,0.1176089396540699,0.09369318483306502,116.07590948820442,-5.744501029061163,0.0,21.68970781051398,HIGH,⚠️ CAUTION,False
