Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Current_Vol_%,Risk_Level,Investment_Signal,MZ_Optimal
SVR,0.026519906469632072,0.02000261797951284,4.761980066484339,0.3757664181829824,66.66666666666666,42.26815680150895,LOW,✅ FAVORABLE ENTRY,True
Random Forest,0.02959118048041762,0.017603386499487235,4.373996944049787,0.2228090512298384,44.44444444444444,43.099589129748175,LOW,✅ FAVORABLE ENTRY,False
XGBoost,0.029800756271570302,0.02079311989398259,4.925460163995895,0.21176135423023534,55.55555555555556,39.833477,LOW,✅ FAVORABLE ENTRY,False
Ridge,0.038437522058265276,0.03358647243295549,7.581390520377794,-0.3113357982609817,22.22222222222222,36.96227931485349,LOW,✅ FAVORABLE ENTRY,False
