Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Current_Vol_%,Risk_Level,Investment_Signal,MZ_Optimal
Ridge,0.025820280711288928,0.02000084309171621,5.6075492184336415,0.9407031783135572,66.66666666666666,32.907977945048685,MODERATE,➡️ HOLD / MAINTAIN,False
XGBoost,0.04959787076031468,0.02942864141043669,9.108850563639763,0.7812059224905816,66.66666666666666,35.077214,MODERATE,➡️ HOLD / MAINTAIN,True
Random Forest,0.06102922927265677,0.04578340374350027,13.82267830645278,0.6687275897583103,55.55555555555556,34.18802449003961,LOW,✅ FAVORABLE ENTRY,False
SVR,0.1479265513538391,0.12521692910444673,37.69473569640198,-0.9462640552520654,66.66666666666666,54.6425338314237,MODERATE,➡️ HOLD / MAINTAIN,False
