Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Current_Vol_%,Risk_Level,Investment_Signal,MZ_Optimal
Random Forest,0.026796131558799265,0.023192638797434637,9.486109434642104,0.9340141988231592,48.0,34.77783083594752,HIGH,⚠️ CAUTION,False
Ridge,0.0323202116997315,0.024987927503508353,9.936564410486973,0.9040036578500644,52.0,35.018449387655046,VERY HIGH,⚠️ AVOID or REDUCE POSITION,True
XGBoost,0.03377051663053063,0.028774679785239655,11.456904884675206,0.895195072782576,48.0,33.28992,HIGH,⚠️ CAUTION,False
SVR,0.10010948068661431,0.09316667897412263,37.61276712596885,0.0790061961277908,60.0,46.16724652072813,VERY HIGH,⚠️ AVOID or REDUCE POSITION,False
