Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Current_Vol_%,Risk_Level,Investment_Signal,MZ_Optimal
XGBoost,0.038729997044655164,0.02670944973034195,7.4142965976998205,0.8447694096312048,33.33333333333333,30.424505000000003,LOW,✅ FAVORABLE ENTRY,False
Random Forest,0.06014821168220736,0.03910224811175268,12.211824386042155,0.6256069135340301,55.55555555555556,34.80593359445639,LOW,✅ FAVORABLE ENTRY,False
SVR,0.16064493471196095,0.12667759645717738,26.7847382378519,-1.6706467939638387,22.22222222222222,27.7057993923872,LOW,✅ FAVORABLE ENTRY,False
Ridge,0.23176693127054357,0.12565561229132907,37.01047294905121,-4.5588547010979,55.55555555555556,-39.88221784227668,LOW,✅ FAVORABLE ENTRY,False
