Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Current_Vol_%,Risk_Level,Investment_Signal,MZ_Optimal
Ridge,0.026670665591506767,0.023879826400793402,5.0449719934976285,0.6389622779179847,22.22222222222222,40.97684277571944,LOW,✅ FAVORABLE ENTRY,False
Random Forest,0.03824961137000165,0.03136742845446812,6.67356018272515,0.2574273899520301,22.22222222222222,44.36963732483573,LOW,✅ FAVORABLE ENTRY,False
XGBoost,0.04228527629818511,0.03107109936523248,6.962525095488112,0.09246534558713704,22.22222222222222,35.724129999999995,LOW,✅ FAVORABLE ENTRY,False
SVR,0.10026726067084929,0.09422489653373842,19.02440232328931,-4.102736852682117,22.22222222222222,36.85557118811752,LOW,✅ FAVORABLE ENTRY,False
