Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Current_Vol_%,Risk_Level,Investment_Signal,MZ_Optimal
Random Forest,0.024318091848541785,0.02226129137657652,10.903680884488434,0.9732843244483336,11.11111111111111,46.56067112500445,VERY HIGH,⚠️ AVOID or REDUCE POSITION,False
Ridge,0.027632322590278636,0.026243431898104123,13.969436813346897,0.9655061276070851,33.33333333333333,47.359560320045304,VERY HIGH,⚠️ AVOID or REDUCE POSITION,False
SVR,0.0440235612529215,0.0324608849425204,13.013867431185938,0.9124456930240148,11.11111111111111,40.13390548974864,HIGH,⚠️ CAUTION,False
XGBoost,0.054717867359989326,0.032070300391903755,8.492556076783089,0.8647412105244117,22.22222222222222,37.778816,VERY HIGH,⚠️ AVOID or REDUCE POSITION,False
