Stock,Rank,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,QLIKE,MZ_Alpha,MZ_Beta
INTERBREW,1,Ridge,0.02270575092941252,0.020488368715764132,4.730968949181265,0.7123806306756051,55.55555555555556,-0.7034237035813637,-0.020459085905394785,1.0953917141430705
INTERBREW,2,Random Forest,0.028243428590492982,0.022587223466221572,5.601344607820134,0.5549782641262461,66.66666666666666,-0.7002758135900004,-0.5312467373307858,2.203317161921234
INTERBREW,3,XGBoost,0.046159675888876886,0.03992130663433803,9.891130785089222,-0.18869898546834785,77.77777777777779,-0.6867111082372153,0.8548817999297142,-0.97122157449515
INTERBREW,4,SVR,0.09871779912819997,0.09158777596030065,22.43728872335812,-4.436724414183583,55.55555555555556,-0.6295836694907566,-0.1382209991540197,1.089826816135862
