Date,Price,Open,High,Low,Vol,Change_%,simple_return,log_return,squared_return,abs_return,realized_vol_5d,realized_vol_21d,stock,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,price_dist_sma20,price_dist_sma50,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,bb_width,bb_position,rsi,atr_14,atr_ratio,volume_sma_20,volume_ratio,hist_vol_5d,hist_vol_10d,hist_vol_21d,hist_vol_63d,parkinson_vol,garman_klass_vol,vol_of_vol,high_vol_regime,vol_trend,log_return_lag_1,log_return_lag_2,log_return_lag_3,log_return_lag_5,log_return_lag_10,squared_return_lag_1,squared_return_lag_2,squared_return_lag_3,squared_return_lag_5,squared_return_lag_10,hist_vol_21d_lag_1,hist_vol_21d_lag_2,hist_vol_21d_lag_3,hist_vol_21d_lag_5,hist_vol_21d_lag_10,rsi_lag_1,rsi_lag_2,rsi_lag_3,rsi_lag_5,rsi_lag_10,macd_lag_1,macd_lag_2,macd_lag_3,macd_lag_5,macd_lag_10,atr_14_lag_1,atr_14_lag_2,atr_14_lag_3,atr_14_lag_5,atr_14_lag_10,bb_width_lag_1,bb_width_lag_2,bb_width_lag_3,bb_width_lag_5,bb_width_lag_10,abs_return_lag_1,abs_return_lag_2,abs_return_lag_3,abs_return_lag_5,day_of_week,month,quarter,year,is_month_start,is_month_end,day_of_month,dow_0,dow_1,dow_2,dow_3,dow_4,trend,high_prev_vol,return_zscore,is_jump,drawdown,max_drawdown_21d,target_vol_1d,target_squared_ret,target_abs_ret,target_vol_5d
2020-03-31,129.7,129.7,129.7,129.7,516740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5128738305196785,DANGCEM,129.7,130.07741643514944,129.99999999999997,133.38378402024478,144.98499999999999,141.68057399245774,161.732,152.52241248513056,-0.10542469910680415,-0.19805604333094262,-10.283997085957964,-9.442045447922814,-0.8419516380351499,144.98499999999999,179.61861768115216,110.35138231884781,0.4777544943428931,0.27933289931305405,2.8340080971659347,2.4357142857142855,0.018779601277673752,1577203.5,0.32763051819248434,0.0,0.22465222296514392,0.5128738305196783,0.4203137649195372,0.0,0.0,0.20294293843046107,1,-1,0.0,0.0,0.0,0.0,-0.1053605156578264,0.0,0.0,0.0,0.0,0.011100838259683,0.5128738305196783,0.5128738305196783,0.5128738305196783,0.5128738305196783,0.5030895668971618,1.6786570743405065,1.6786570743405065,1.6786570743405065,1.6786570743405065,0.0,-10.553289227986397,-10.743501536859299,-10.830012497830012,-10.565935290277395,-5.334258568940044,3.6499999999999995,3.6499999999999995,3.6499999999999995,3.6499999999999995,2.307142857142858,0.48389169238166213,0.48321150842036475,0.47622602441660683,0.44397887621995946,0.22908054338765904,0.0,0.0,0.0,0.0,1,3,1,2020,0,1,31,0,1,0,0,0,-1,0,0.05142053481869365,0,-0.2790439132851585,-0.28293496386881606,0.6006024063126889,0.0109748715059337,0.1047610209282714,1.201422691509246
2020-05-04,130.0,130.0,130.0,130.0,962950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6825805839361336,DANGCEM,130.0,130.30295619015266,131.95,130.48825605220227,128.35,131.20656390452902,142.27,139.0004842847636,0.012855473315153921,-0.08624446475012307,-2.126057698608065,-3.1976943315890827,1.0716366329810176,128.35,142.2819398279072,114.41806017209281,0.217092946286049,0.5592164486920503,76.0,2.0,0.015384615384615385,2629277.5,0.3662412963257016,0.0,0.17229678747108376,0.682580583936133,0.5055008208416797,0.042423848530769734,0.022338437362560627,0.03973525501140892,1,-1,0.0,0.0,0.0,-0.0114724011622368,0.0,0.0,0.0,0.0,0.0001316159884272,0.0,0.682580583936133,0.682580583936133,0.682580583936133,0.682580583936133,0.6907442614118567,76.0,76.0,76.0,52.1978021978022,55.73770491803279,-2.2484144058992968,-2.371881848210677,-2.494971102241408,-2.731944798818631,-5.7551181572845564,2.142857142857143,2.0499999999999994,2.0499999999999994,3.5071428571428567,4.707142857142857,0.2322007708289792,0.23208335541415043,0.23196481971550437,0.23172437761694492,0.20554233050360196,0.0,0.0,0.0,0.0114724011622368,0,5,2,2020,0,0,4,1,0,0,0,0,-1,0,0.05142053481869365,0,-0.2773763201778766,-0.35075041689827685,0.6461577829754823,0.0090840303743327,0.0953101798043249,0.654591228780116
2020-06-15,139.0,139.0,139.0,139.0,270460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3592539972869493,DANGCEM,139.0,139.18325606169122,139.64000000000001,139.82520131122328,142.085,140.4007082939647,136.174,141.15217877937056,-0.021712355280290023,0.020752860311072548,-0.3169501498949785,0.324978412207649,-0.6419285621026275,142.085,150.69595385632726,133.47404614367275,0.12120848585462583,0.3208676964554179,24.056603773584897,1.6999999999999988,0.01223021582733812,3746688.0,0.07218642171432475,0.0,0.14407898201954664,0.3592539972869486,0.5837811381533539,0.0,0.0,0.06188965457601176,1,-1,0.0,0.0,0.0,-0.0206486510353052,0.0036036075032986,0.0,0.0,0.0,0.0004263667895778,1.29859870378301e-05,0.3884840328016525,0.3884840328016525,0.3884840328016525,0.4204290378996524,0.5288405440374128,24.056603773584897,32.0675105485232,41.87725631768952,38.41059602649006,33.02469135802468,-0.23501689915872248,-0.12702184968577512,0.012666694909654552,0.4153329340082337,1.5654510681594616,1.6999999999999988,1.8785714285714274,2.1642857142857133,2.3428571428571416,2.5499999999999994,0.1195428590335799,0.11750750628986839,0.12341534575618876,0.12861381814691783,0.19264035974198965,0.0,0.0,0.0,0.0206486510353052,0,6,2,2020,0,0,15,1,0,0,0,0,1,0,0.05142053481869365,0,-0.22734852695942193,-0.23679822123401886,0.3592539972869486,0.0,0.0,0.4752231841744334
2020-06-16,139.0,139.0,139.0,139.0,754760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3592539972869493,DANGCEM,139.0,139.12217070779417,139.64000000000001,139.67516470918267,141.735,140.2673075040633,136.36,141.06777961155208,-0.0192965745934315,0.019360516280434042,-0.37753090018813396,0.1844765497284924,-0.5620074499166263,141.735,150.24438181934366,133.22561818065637,0.12007453091111785,0.3392950241236811,24.056603773584897,1.6999999999999988,0.01223021582733812,3664426.0,0.20596950245413606,0.0,0.14407898201954664,0.3592539972869486,0.5456204592501606,0.0,0.0,0.06367287139994932,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3592539972869486,0.3884840328016525,0.3884840328016525,0.41971397418439954,0.5288405440374128,24.056603773584897,24.056603773584897,32.0675105485232,41.87725631768952,33.02469135802468,-0.3169501498949785,-0.23501689915872248,-0.12702184968577512,0.1907758308127825,1.1368143902047052,1.6999999999999988,1.6999999999999988,1.8785714285714274,2.1642857142857133,2.5499999999999994,0.12120848585462583,0.1195428590335799,0.11750750628986839,0.12703789276472052,0.17458516894485968,0.0,0.0,0.0,0.0,1,6,2,2020,0,0,16,0,1,0,0,0,1,0,0.05142053481869365,0,-0.22734852695942193,-0.23679822123401886,0.352796574222215,0.0,0.0,0.4752231841744334
2020-06-17,139.0,139.0,139.0,139.0,490510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3527965742222156,DANGCEM,139.0,139.08144713852946,139.44,139.55240748933127,141.51000000000002,140.14661155129536,136.546,140.98669021502062,-0.01773726238428393,0.01797196549148278,-0.4206921045467027,0.06344281887345338,-0.48413492342015607,141.51000000000002,150.06075250612838,132.95924749387166,0.12085015201933942,0.3532292919131333,59.99999999999993,0.7928571428571425,0.00570400822199383,3578951.5,0.13705410648900943,0.0,0.1203030546823553,0.352796574222215,0.5456204592501606,0.0,0.0,0.06512608650126482,1,-1,0.0,0.0,0.0,0.0,0.0142859572474764,0.0,0.0,0.0,0.0,0.0002040885744767,0.3592539972869486,0.3592539972869486,0.3884840328016525,0.3884840328016525,0.5300696467506034,24.056603773584897,24.056603773584897,24.056603773584897,41.87725631768952,36.91860465116278,-0.37753090018813396,-0.3169501498949785,-0.23501689915872248,0.012666694909654552,0.9475769429158731,1.6999999999999988,1.6999999999999988,1.6999999999999988,2.1642857142857133,2.692857142857142,0.12007453091111785,0.12120848585462583,0.1195428590335799,0.12341534575618876,0.15144184771092417,0.0,0.0,0.0,0.0,2,6,2,2020,0,0,17,0,0,1,0,0,1,0,0.05142053481869365,0,-0.22734852695942193,-0.23679822123401886,0.34863459454476403,0.0,0.0,0.4752231841744334
2020-06-18,139.0,139.0,139.0,139.0,829590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3486345945447646,DANGCEM,139.0,139.05429809235298,139.29000000000002,139.4519697639983,141.28500000000003,140.03741045117198,136.99,140.9087807948237,-0.016172983685458643,0.014672603839696262,-0.44971365092968085,-0.03918847508717348,-0.41052517584250736,141.28500000000003,149.852078971579,132.71792102842105,0.12127372292287189,0.3666406596939025,53.42465753424656,0.7071428571428575,0.005087358684480989,3600178.5,0.23043024116720878,0.0,0.11986800893947562,0.34863459454476403,0.5456204592501606,0.0,0.0,0.06859375592923238,1,-1,0.0,0.0,0.0,0.0,-0.0035524016043677,0.0,0.0,0.0,0.0,1.2619557158714722e-05,0.352796574222215,0.3592539972869486,0.3592539972869486,0.3884840328016525,0.530538895418545,59.99999999999993,24.056603773584897,24.056603773584897,32.0675105485232,44.71830985915493,-0.4206921045467027,-0.37753090018813396,-0.3169501498949785,-0.12702184968577512,0.7486293481121891,0.7928571428571425,1.6999999999999988,1.6999999999999988,1.8785714285714274,2.135714285714284,0.12085015201933942,0.12007453091111785,0.12120848585462583,0.11750750628986839,0.12317170629897217,0.0,0.0,0.0,0.0,3,6,2,2020,0,0,18,0,0,0,1,0,1,0,0.05142053481869365,0,-0.22734852695942193,-0.23679822123401886,0.4156410636296408,0.0044808943408112,0.0669394826751093,0.4752231841744334
2020-07-14,126.0,126.0,126.0,126.0,265890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2350862431088566,DANGCEM,126.0,126.11575547290978,126.4,126.81239474557569,128.75,129.0822572146556,136.79,133.92892376769802,-0.021359223300970873,-0.07888003509028432,-3.088260109706127,-3.2146814785142634,0.1264213688081366,128.75,136.4242906409724,121.0757093590276,0.11921228180151303,0.3208303458486457,0.0,0.2857142857142857,0.0022675736961451248,1059571.5,0.25094106438310204,0.0,0.039683686177065754,0.23508624310885592,0.40246413592450453,0.0,0.0,0.07037080885975998,0,-1,0.0,0.0,0.0,-0.0079051795071132,-0.0078431774610258,0.0,0.0,0.0,6.249186303968346e-05,6.151543268514457e-05,0.23508624310885592,0.23508624310885592,0.23508624310885592,0.23508624310885592,0.25438859780963835,0.0,0.0,0.0,0.0,0.0,-3.2100108650856214,-3.3187180348233056,-3.4091956509637953,-3.5086476855471176,-3.373280041555887,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.9285714285714286,0.8571428571428571,0.13618973370964652,0.14817246565386918,0.1563997243305917,0.16392555224918873,0.15783716723737484,0.0,0.0,0.0,0.0079051795071132,1,7,3,2020,0,0,14,0,1,0,0,0,-1,0,0.05142053481869365,0,-0.2996108949416343,-0.2996108949416343,0.23508624310885592,0.0,0.0,0.22902940170549826
2020-07-15,126.0,126.0,126.0,126.0,286710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2350862431088566,DANGCEM,126.0,126.0771703152732,126.3,126.66468661001646,128.1,128.78870890849794,136.71,133.61798558072948,-0.016393442622950775,-0.07834101382488484,-2.95767749384234,-3.163280681579879,0.20560318773753927,128.1,134.14892334917727,122.05107665082272,0.09444064557653821,0.32641539008048265,0.0,0.2857142857142857,0.0022675736961451248,1049381.5,0.27321808131742364,0.0,0.039683686177065754,0.23508624310885592,0.40246413592450453,0.0,0.0,0.07001196225162214,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23508624310885592,0.23508624310885592,0.23508624310885592,0.23508624310885592,0.25438859780963835,0.0,0.0,0.0,0.0,0.0,-3.088260109706127,-3.2100108650856214,-3.3187180348233056,-3.4750896897327266,-3.4896086121689223,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.9285714285714286,0.8571428571428571,0.11921228180151303,0.13618973370964652,0.14817246565386918,0.16152780097646424,0.16278313868483316,0.0,0.0,0.0,0.0,2,7,3,2020,0,0,15,0,0,1,0,0,-1,0,0.05142053481869365,0,-0.2996108949416343,-0.2996108949416343,0.23508624310885592,0.0,0.0,0.22902940170549826
2020-07-16,126.0,126.0,126.0,126.0,73290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2350862431088566,DANGCEM,126.0,126.0514468768488,126.2,126.54383449910436,127.45,128.52311758387907,136.63,133.31924104815187,-0.011377010592389195,-0.07780136134084752,-2.821663450144584,-3.0949572352928203,0.27329378514823643,127.45,130.7251054623455,124.1748945376545,0.051394357981098586,0.27863308270971415,0.0,0.14285714285714285,0.0011337868480725624,1011566.5,0.07245198412561112,0.0,0.039683686177065754,0.23508624310885592,0.3970298616595336,0.0,0.0,0.06945599091215683,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23508624310885592,0.23508624310885592,0.23508624310885592,0.23508624310885592,0.24591012316409566,0.0,0.0,0.0,0.0,0.0,-2.95767749384234,-3.088260109706127,-3.2100108650856214,-3.4091956509637953,-3.54098161065869,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.09444064557653821,0.11921228180151303,0.13618973370964652,0.1563997243305917,0.16584221763773302,0.0,0.0,0.0,0.0,3,7,3,2020,0,0,16,0,0,0,1,0,-1,0,0.05142053481869365,0,-0.2996108949416343,-0.2996108949416343,0.23508624310885592,0.0,0.0,0.7666643789131001
2020-07-17,126.0,126.0,126.0,126.0,277760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2350862431088566,DANGCEM,126.0,126.03429791789921,126.1,126.4449554992672,127.25,128.2828206711287,136.29,133.03221198744004,-0.009823182711198428,-0.0755007704160246,-2.6829440318612257,-3.0125545946065015,0.3296105627452759,127.25,130.35347852375043,124.14652147624957,0.04877765852652927,0.2986130739372047,0.0,0.14285714285714285,0.0011337868480725624,970954.5,0.2860690176522175,0.0,0.039683686177065754,0.23508624310885592,0.34730738966258606,0.0,0.0,0.06863267376172055,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23508624310885592,0.23508624310885592,0.23508624310885592,0.23508624310885592,0.24647716331495345,0.0,0.0,0.0,0.0,0.0,-2.821663450144584,-2.95767749384234,-3.088260109706127,-3.3187180348233056,-3.540878044111821,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.051394357981098586,0.09444064557653821,0.11921228180151303,0.14817246565386918,0.16322531436070306,0.0,0.0,0.0,0.0,4,7,3,2020,0,0,17,0,0,0,0,1,-1,0,0.05142053481869365,0,-0.2996108949416343,-0.2996108949416343,0.0632870012138062,0.0,0.0,0.7666643789131001
